run_index,gripper_state,state_value,run_length_frames
20734,open,1.0,38
20735,close,-1.0,63
20736,open,1.0,52
20737,close,-1.0,82
20738,open,1.0,55
20739,close,-1.0,35
20740,open,1.0,38
20741,close,-1.0,26
20742,open,1.0,48
20743,close,-1.0,77
20744,open,1.0,78
20745,close,-1.0,57
20746,open,1.0,94
20747,close,-1.0,33
20748,open,1.0,42
20749,close,-1.0,56
20750,open,1.0,69
20751,close,-1.0,52
20752,open,1.0,33
20753,close,-1.0,44
20754,open,1.0,55
20755,close,-1.0,45
20756,open,1.0,18
20757,close,-1.0,33
20758,open,1.0,41
20759,close,-1.0,25
20760,open,1.0,57
20761,close,-1.0,36
20762,open,1.0,70
20763,close,-1.0,42
20764,open,1.0,68
20765,close,-1.0,41
20766,open,1.0,37
20767,close,-1.0,32
20768,open,1.0,46
20769,close,-1.0,36
20770,open,1.0,42
20771,close,-1.0,37
20772,open,1.0,49
20773,close,-1.0,39
20774,open,1.0,42
20775,close,-1.0,93
20776,open,1.0,29
20777,close,-1.0,47
20778,open,1.0,44
20779,close,-1.0,46
20780,open,1.0,45
20781,close,-1.0,49
20782,open,1.0,46
20783,close,-1.0,50
20784,open,1.0,30
20785,close,-1.0,28
20786,open,1.0,51
20787,close,-1.0,44
20788,open,1.0,74
20789,close,-1.0,33
20790,open,1.0,96
20791,close,-1.0,59
20792,open,1.0,55
20793,close,-1.0,43
20794,open,1.0,45
20795,close,-1.0,32
20796,open,1.0,38
20797,close,-1.0,42
20798,open,1.0,31
20799,close,-1.0,24
20800,open,1.0,53
20801,close,-1.0,35
20802,open,1.0,61
20803,close,-1.0,54
20804,open,1.0,51
20805,close,-1.0,25
20806,open,1.0,41
20807,close,-1.0,27
20808,open,1.0,42
20809,close,-1.0,70
20810,open,1.0,51
20811,close,-1.0,28
20812,open,1.0,55
20813,close,-1.0,79
20814,open,1.0,30
20815,close,-1.0,35
20816,open,1.0,27
20817,close,-1.0,50
20818,open,1.0,45
20819,close,-1.0,35
20820,open,1.0,19
20821,close,-1.0,46
20822,open,1.0,26
20823,close,-1.0,41
20824,open,1.0,42
20825,close,-1.0,38
20826,open,1.0,46
20827,close,-1.0,37
20828,open,1.0,52
20829,close,-1.0,45
20830,open,1.0,71
20831,close,-1.0,40
20832,open,1.0,59
20833,close,-1.0,26
20834,open,1.0,72
20835,close,-1.0,27
20836,open,1.0,34
20837,close,-1.0,50
20838,open,1.0,67
20839,close,-1.0,49
20840,open,1.0,72
20841,close,-1.0,49
20842,open,1.0,49
20843,close,-1.0,32
20844,open,1.0,48
20845,close,-1.0,31
20846,open,1.0,46
20847,close,-1.0,51
20848,open,1.0,34
20849,close,-1.0,28
20850,open,1.0,67
20851,close,-1.0,35
20852,open,1.0,74
20853,close,-1.0,45
20854,open,1.0,47
20855,close,-1.0,29
20856,open,1.0,43
20857,close,-1.0,41
20858,open,1.0,87
20859,close,-1.0,39
20860,open,1.0,78
20861,close,-1.0,33
20862,open,1.0,64
20863,close,-1.0,35
20864,open,1.0,47
20865,close,-1.0,55
20866,open,1.0,57
20867,close,-1.0,36
20868,open,1.0,18
20869,close,-1.0,63
20870,open,1.0,26
20871,close,-1.0,43
20872,open,1.0,61
20873,close,-1.0,41
20874,open,1.0,39
20875,close,-1.0,26
20876,open,1.0,43
20877,close,-1.0,32
20878,open,1.0,52
20879,close,-1.0,40
20880,open,1.0,54
20881,close,-1.0,39
20882,open,1.0,62
20883,close,-1.0,59
20884,open,1.0,32
20885,close,-1.0,25
20886,open,1.0,43
20887,close,-1.0,38
20888,open,1.0,58
20889,close,-1.0,50
20890,open,1.0,65
20891,close,-1.0,42
20892,open,1.0,27
20893,close,-1.0,34
20894,open,1.0,45
20895,close,-1.0,45
20896,open,1.0,94
20897,close,-1.0,43
20898,open,1.0,20
20899,close,-1.0,66
20900,open,1.0,31
20901,close,-1.0,27
20902,open,1.0,64
20903,close,-1.0,68
20904,open,1.0,39
20905,close,-1.0,38
20906,open,1.0,35
20907,close,-1.0,49
20908,open,1.0,47
20909,close,-1.0,20
20910,open,1.0,21
20911,close,-1.0,48
20912,open,1.0,39
20913,close,-1.0,28
20914,open,1.0,33
20915,close,-1.0,39
20916,open,1.0,38
20917,close,-1.0,34
20918,open,1.0,95
20919,close,-1.0,33
20920,open,1.0,22
20921,close,-1.0,13
20922,open,1.0,55
20923,close,-1.0,36
20924,open,1.0,44
20925,close,-1.0,25
20926,open,1.0,58
20927,close,-1.0,36
20928,open,1.0,68
20929,close,-1.0,54
20930,open,1.0,83
20931,close,-1.0,72
20932,open,1.0,41
20933,close,-1.0,35
20934,open,1.0,92
20935,close,-1.0,64
20936,open,1.0,71
20937,close,-1.0,47
20938,open,1.0,49
20939,close,-1.0,26
20940,open,1.0,63
20941,close,-1.0,55
20942,open,1.0,88
20943,close,-1.0,63
20944,open,1.0,65
20945,close,-1.0,64
20946,open,1.0,41
20947,close,-1.0,44
20948,open,1.0,67
20949,close,-1.0,33
20950,open,1.0,61
20951,close,-1.0,27
20952,open,1.0,35
20953,close,-1.0,26
20954,open,1.0,66
20955,close,-1.0,22
20956,open,1.0,37
20957,close,-1.0,30
20958,open,1.0,62
20959,close,-1.0,52
20960,open,1.0,64
20961,close,-1.0,40
20962,open,1.0,43
20963,close,-1.0,38
20964,open,1.0,46
20965,close,-1.0,35
20966,open,1.0,41
20967,close,-1.0,35
20968,open,1.0,72
20969,close,-1.0,33
20970,open,1.0,23
20971,close,-1.0,29
20972,open,1.0,43
20973,close,-1.0,40
20974,open,1.0,65
20975,close,-1.0,43
20976,open,1.0,33
20977,close,-1.0,45
20978,open,1.0,27
20979,close,-1.0,39
20980,open,1.0,39
20981,close,-1.0,32
20982,open,1.0,45
20983,close,-1.0,41
20984,open,1.0,37
20985,close,-1.0,52
20986,open,1.0,42
20987,close,-1.0,39
20988,open,1.0,45
20989,close,-1.0,69
20990,open,1.0,38
20991,close,-1.0,42
20992,open,1.0,35
20993,close,-1.0,41
20994,open,1.0,65
20995,close,-1.0,31
20996,open,1.0,38
20997,close,-1.0,75
20998,open,1.0,57
20999,close,-1.0,38
21000,open,1.0,57
21001,close,-1.0,31
21002,open,1.0,44
21003,close,-1.0,34
21004,open,1.0,42
21005,close,-1.0,51
21006,open,1.0,52
21007,close,-1.0,60
21008,open,1.0,75
21009,close,-1.0,33
21010,open,1.0,58
21011,close,-1.0,42
21012,open,1.0,40
21013,close,-1.0,41
21014,open,1.0,34
21015,close,-1.0,27
21016,open,1.0,45
21017,close,-1.0,41
21018,open,1.0,61
21019,close,-1.0,35
21020,open,1.0,63
21021,close,-1.0,36
21022,open,1.0,68
21023,close,-1.0,28
21024,open,1.0,40
21025,close,-1.0,29
21026,open,1.0,53
21027,close,-1.0,60
21028,open,1.0,46
21029,close,-1.0,39
21030,open,1.0,45
21031,close,-1.0,37
21032,open,1.0,46
21033,close,-1.0,42
21034,open,1.0,42
21035,close,-1.0,62
21036,open,1.0,46
21037,close,-1.0,30
21038,open,1.0,28
21039,close,-1.0,27
21040,open,1.0,19
21041,close,-1.0,32
21042,open,1.0,44
21043,close,-1.0,40
21044,open,1.0,34
21045,close,-1.0,31
21046,open,1.0,58
21047,close,-1.0,34
21048,open,1.0,55
21049,close,-1.0,22
21050,open,1.0,56
21051,close,-1.0,35
21052,open,1.0,36
21053,close,-1.0,20
21054,open,1.0,116
21055,close,-1.0,31
21056,open,1.0,65
21057,close,-1.0,39
21058,open,1.0,34
21059,close,-1.0,33
21060,open,1.0,51
21061,close,-1.0,32
21062,open,1.0,32
21063,close,-1.0,34
21064,open,1.0,27
21065,close,-1.0,3
21066,open,1.0,14
21067,close,-1.0,52
21068,open,1.0,20
21069,close,-1.0,35
21070,open,1.0,31
21071,close,-1.0,26
21072,open,1.0,60
21073,close,-1.0,51
21074,open,1.0,56
21075,close,-1.0,46
21076,open,1.0,50
21077,close,-1.0,56
21078,open,1.0,61
21079,close,-1.0,39
21080,open,1.0,64
21081,close,-1.0,33
21082,open,1.0,26
21083,close,-1.0,23
21084,open,1.0,45
21085,close,-1.0,35
21086,open,1.0,67
21087,close,-1.0,27
21088,open,1.0,61
21089,close,-1.0,34
21090,open,1.0,48
21091,close,-1.0,40
21092,open,1.0,32
21093,close,-1.0,41
21094,open,1.0,40
21095,close,-1.0,23
21096,open,1.0,49
21097,close,-1.0,38
21098,open,1.0,38
21099,close,-1.0,39
21100,open,1.0,33
21101,close,-1.0,37
21102,open,1.0,51
21103,close,-1.0,39
21104,open,1.0,45
21105,close,-1.0,19
21106,open,1.0,37
21107,close,-1.0,23
21108,open,1.0,45
21109,close,-1.0,33
21110,open,1.0,63
21111,close,-1.0,25
21112,open,1.0,50
21113,close,-1.0,27
21114,open,1.0,42
21115,close,-1.0,29
21116,open,1.0,58
21117,close,-1.0,43
21118,open,1.0,18
21119,close,-1.0,28
21120,open,1.0,62
21121,close,-1.0,39
21122,open,1.0,51
21123,close,-1.0,47
21124,open,1.0,37
21125,close,-1.0,35
21126,open,1.0,43
21127,close,-1.0,56
21128,open,1.0,29
21129,close,-1.0,34
21130,open,1.0,23
21131,close,-1.0,49
21132,open,1.0,40
21133,close,-1.0,57
21134,open,1.0,37
21135,close,-1.0,35
21136,open,1.0,31
21137,close,-1.0,59
21138,open,1.0,26
21139,close,-1.0,38
21140,open,1.0,36
21141,close,-1.0,34
21142,open,1.0,47
21143,close,-1.0,32
21144,open,1.0,46
21145,close,-1.0,26
21146,open,1.0,68
21147,close,-1.0,40
21148,open,1.0,48
21149,close,-1.0,21
21150,open,1.0,45
21151,close,-1.0,39
21152,open,1.0,30
21153,close,-1.0,12
21154,open,1.0,36
21155,close,-1.0,26
21156,open,1.0,30
21157,close,-1.0,27
21158,open,1.0,42
21159,close,-1.0,90
21160,open,1.0,54
21161,close,-1.0,84
21162,open,1.0,41
21163,close,-1.0,48
21164,open,1.0,52
21165,close,-1.0,58
21166,open,1.0,75
21167,close,-1.0,54
21168,open,1.0,36
21169,close,-1.0,24
21170,open,1.0,68
21171,close,-1.0,34
21172,open,1.0,59
21173,close,-1.0,31
21174,open,1.0,43
21175,close,-1.0,34
21176,open,1.0,81
21177,close,-1.0,49
21178,open,1.0,60
21179,close,-1.0,23
21180,open,1.0,59
21181,close,-1.0,42
21182,open,1.0,40
21183,close,-1.0,79
21184,open,1.0,31
21185,close,-1.0,41
21186,open,1.0,77
21187,close,-1.0,38
21188,open,1.0,36
21189,close,-1.0,45
21190,open,1.0,96
21191,close,-1.0,36
21192,open,1.0,39
21193,close,-1.0,32
21194,open,1.0,45
21195,close,-1.0,38
21196,open,1.0,35
21197,close,-1.0,47
21198,open,1.0,69
21199,close,-1.0,52
21200,open,1.0,55
21201,close,-1.0,52
21202,open,1.0,61
21203,close,-1.0,30
21204,open,1.0,51
21205,close,-1.0,54
21206,open,1.0,34
21207,close,-1.0,43
21208,open,1.0,62
21209,close,-1.0,32
21210,open,1.0,52
21211,close,-1.0,23
21212,open,1.0,33
21213,close,-1.0,34
21214,open,1.0,42
21215,close,-1.0,37
21216,open,1.0,59
21217,close,-1.0,47
21218,open,1.0,41
21219,close,-1.0,50
21220,open,1.0,49
21221,close,-1.0,34
21222,open,1.0,29
21223,close,-1.0,28
21224,open,1.0,70
21225,close,-1.0,51
21226,open,1.0,56
21227,close,-1.0,31
21228,open,1.0,46
21229,close,-1.0,28
21230,open,1.0,52
21231,close,-1.0,37
21232,open,1.0,31
21233,close,-1.0,40
21234,open,1.0,30
21235,close,-1.0,37
21236,open,1.0,23
21237,close,-1.0,29
21238,open,1.0,32
21239,close,-1.0,40
21240,open,1.0,63
21241,close,-1.0,52
21242,open,1.0,59
21243,close,-1.0,41
21244,open,1.0,129
21245,close,-1.0,62
21246,open,1.0,59
21247,close,-1.0,26
21248,open,1.0,78
21249,close,-1.0,35
21250,open,1.0,59
21251,close,-1.0,32
21252,open,1.0,78
21253,close,-1.0,46
21254,open,1.0,38
21255,close,-1.0,59
21256,open,1.0,64
21257,close,-1.0,36
21258,open,1.0,34
21259,close,-1.0,67
21260,open,1.0,62
21261,close,-1.0,47
21262,open,1.0,92
21263,close,-1.0,45
21264,open,1.0,77
21265,close,-1.0,48
21266,open,1.0,50
21267,close,-1.0,53
21268,open,1.0,47
21269,close,-1.0,50
21270,open,1.0,82
21271,close,-1.0,50
21272,open,1.0,54
21273,close,-1.0,28
21274,open,1.0,37
21275,close,-1.0,52
21276,open,1.0,46
21277,close,-1.0,51
21278,open,1.0,56
21279,close,-1.0,42
21280,open,1.0,54
21281,close,-1.0,27
21282,open,1.0,44
21283,close,-1.0,63
21284,open,1.0,49
21285,close,-1.0,39
21286,open,1.0,17
21287,close,-1.0,74
21288,open,1.0,65
21289,close,-1.0,49
21290,open,1.0,54
21291,close,-1.0,48
21292,open,1.0,72
21293,close,-1.0,66
21294,open,1.0,17
21295,close,-1.0,41
21296,open,1.0,43
21297,close,-1.0,41
21298,open,1.0,40
21299,close,-1.0,45
21300,open,1.0,64
21301,close,-1.0,33
21302,open,1.0,57
21303,close,-1.0,39
21304,open,1.0,61
21305,close,-1.0,26
21306,open,1.0,73
21307,close,-1.0,42
21308,open,1.0,85
21309,close,-1.0,39
21310,open,1.0,58
21311,close,-1.0,41
21312,open,1.0,58
21313,close,-1.0,33
21314,open,1.0,81
21315,close,-1.0,28
21316,open,1.0,24
21317,close,-1.0,66
21318,open,1.0,48
21319,close,-1.0,38
21320,open,1.0,48
21321,close,-1.0,38
21322,open,1.0,40
21323,close,-1.0,30
21324,open,1.0,38
21325,close,-1.0,34
21326,open,1.0,42
21327,close,-1.0,36
21328,open,1.0,42
21329,close,-1.0,33
21330,open,1.0,45
21331,close,-1.0,37
21332,open,1.0,65
21333,close,-1.0,38
21334,open,1.0,61
21335,close,-1.0,45
21336,open,1.0,70
21337,close,-1.0,48
21338,open,1.0,61
21339,close,-1.0,32
21340,open,1.0,48
21341,close,-1.0,40
21342,open,1.0,55
21343,close,-1.0,26
21344,open,1.0,77
21345,close,-1.0,44
21346,open,1.0,47
21347,close,-1.0,36
21348,open,1.0,41
21349,close,-1.0,35
21350,open,1.0,47
21351,close,-1.0,36
21352,open,1.0,44
21353,close,-1.0,34
21354,open,1.0,73
21355,close,-1.0,41
21356,open,1.0,43
21357,close,-1.0,24
21358,open,1.0,66
21359,close,-1.0,30
21360,open,1.0,59
21361,close,-1.0,32
21362,open,1.0,62
21363,close,-1.0,43
21364,open,1.0,35
21365,close,-1.0,24
21366,open,1.0,53
21367,close,-1.0,41
21368,open,1.0,50
21369,close,-1.0,33
21370,open,1.0,49
21371,close,-1.0,37
21372,open,1.0,56
21373,close,-1.0,37
21374,open,1.0,68
21375,close,-1.0,45
21376,open,1.0,53
21377,close,-1.0,28
21378,open,1.0,35
21379,close,-1.0,41
21380,open,1.0,43
21381,close,-1.0,42
21382,open,1.0,48
21383,close,-1.0,38
21384,open,1.0,55
21385,close,-1.0,23
21386,open,1.0,58
21387,close,-1.0,33
21388,open,1.0,66
21389,close,-1.0,36
21390,open,1.0,62
21391,close,-1.0,36
21392,open,1.0,31
21393,close,-1.0,36
21394,open,1.0,73
21395,close,-1.0,40
21396,open,1.0,42
21397,close,-1.0,35
21398,open,1.0,47
21399,close,-1.0,46
21400,open,1.0,36
21401,close,-1.0,45
21402,open,1.0,64
21403,close,-1.0,26
21404,open,1.0,54
21405,close,-1.0,30
21406,open,1.0,57
21407,close,-1.0,46
21408,open,1.0,55
21409,close,-1.0,36
21410,open,1.0,44
21411,close,-1.0,43
21412,open,1.0,64
21413,close,-1.0,34
21414,open,1.0,96
21415,close,-1.0,32
21416,open,1.0,42
21417,close,-1.0,31
21418,open,1.0,46
21419,close,-1.0,29
21420,open,1.0,72
21421,close,-1.0,45
21422,open,1.0,45
21423,close,-1.0,36
21424,open,1.0,40
21425,close,-1.0,38
21426,open,1.0,26
21427,close,-1.0,21
21428,open,1.0,36
21429,close,-1.0,35
21430,open,1.0,67
21431,close,-1.0,30
21432,open,1.0,45
21433,close,-1.0,34
21434,open,1.0,37
21435,close,-1.0,21
21436,open,1.0,47
21437,close,-1.0,34
21438,open,1.0,61
21439,close,-1.0,70
21440,open,1.0,32
21441,close,-1.0,40
21442,open,1.0,34
21443,close,-1.0,43
21444,open,1.0,29
21445,close,-1.0,40
21446,open,1.0,35
21447,close,-1.0,48
21448,open,1.0,34
21449,close,-1.0,33
21450,open,1.0,73
21451,close,-1.0,43
21452,open,1.0,72
21453,close,-1.0,40
21454,open,1.0,80
21455,close,-1.0,47
21456,open,1.0,36
21457,close,-1.0,60
21458,open,1.0,57
21459,close,-1.0,48
21460,open,1.0,44
21461,close,-1.0,42
21462,open,1.0,44
21463,close,-1.0,51
21464,open,1.0,61
21465,close,-1.0,35
21466,open,1.0,47
21467,close,-1.0,38
21468,open,1.0,69
21469,close,-1.0,48
21470,open,1.0,44
21471,close,-1.0,59
21472,open,1.0,32
21473,close,-1.0,42
21474,open,1.0,32
21475,close,-1.0,27
21476,open,1.0,42
21477,close,-1.0,33
21478,open,1.0,33
21479,close,-1.0,30
21480,open,1.0,58
21481,close,-1.0,26
21482,open,1.0,99
21483,close,-1.0,42
21484,open,1.0,39
21485,close,-1.0,41
21486,open,1.0,29
21487,close,-1.0,40
21488,open,1.0,37
21489,close,-1.0,36
21490,open,1.0,43
21491,close,-1.0,51
21492,open,1.0,60
21493,close,-1.0,41
21494,open,1.0,39
21495,close,-1.0,23
21496,open,1.0,43
21497,close,-1.0,30
21498,open,1.0,22
21499,close,-1.0,31
21500,open,1.0,25
21501,close,-1.0,33
21502,open,1.0,66
21503,close,-1.0,39
21504,open,1.0,43
21505,close,-1.0,27
21506,open,1.0,41
21507,close,-1.0,37
21508,open,1.0,71
21509,close,-1.0,25
21510,open,1.0,84
21511,close,-1.0,37
21512,open,1.0,50
21513,close,-1.0,45
21514,open,1.0,42
21515,close,-1.0,44
21516,open,1.0,50
21517,close,-1.0,52
21518,open,1.0,49
21519,close,-1.0,43
21520,open,1.0,44
21521,close,-1.0,28
21522,open,1.0,48
21523,close,-1.0,51
21524,open,1.0,74
21525,close,-1.0,39
21526,open,1.0,36
21527,close,-1.0,34
21528,open,1.0,17
21529,close,-1.0,23
21530,open,1.0,50
21531,close,-1.0,34
21532,open,1.0,42
21533,close,-1.0,43
21534,open,1.0,63
21535,close,-1.0,21
21536,open,1.0,66
21537,close,-1.0,21
21538,open,1.0,24
21539,close,-1.0,34
21540,open,1.0,68
21541,close,-1.0,47
21542,open,1.0,44
21543,close,-1.0,36
21544,open,1.0,31
21545,close,-1.0,37
21546,open,1.0,42
21547,close,-1.0,48
21548,open,1.0,36
21549,close,-1.0,39
21550,open,1.0,45
21551,close,-1.0,44
21552,open,1.0,49
21553,close,-1.0,51
21554,open,1.0,41
21555,close,-1.0,26
21556,open,1.0,34
21557,close,-1.0,34
21558,open,1.0,41
21559,close,-1.0,38
21560,open,1.0,73
21561,close,-1.0,33
21562,open,1.0,80
21563,close,-1.0,48
21564,open,1.0,41
21565,close,-1.0,22
21566,open,1.0,35
21567,close,-1.0,53
21568,open,1.0,23
21569,close,-1.0,29
21570,open,1.0,32
21571,close,-1.0,38
21572,open,1.0,44
21573,close,-1.0,46
21574,open,1.0,43
21575,close,-1.0,32
21576,open,1.0,75
21577,close,-1.0,44
21578,open,1.0,29
21579,close,-1.0,23
21580,open,1.0,54
21581,close,-1.0,43
21582,open,1.0,81
21583,close,-1.0,28
21584,open,1.0,99
21585,close,-1.0,39
21586,open,1.0,57
21587,close,-1.0,38
21588,open,1.0,44
21589,close,-1.0,40
21590,open,1.0,54
21591,close,-1.0,58
21592,open,1.0,53
21593,close,-1.0,42
21594,open,1.0,48
21595,close,-1.0,43
21596,open,1.0,49
21597,close,-1.0,42
21598,open,1.0,64
21599,close,-1.0,52
21600,open,1.0,48
21601,close,-1.0,47
21602,open,1.0,54
21603,close,-1.0,19
21604,open,1.0,33
21605,close,-1.0,35
21606,open,1.0,62
21607,close,-1.0,36
21608,open,1.0,72
21609,close,-1.0,26
21610,open,1.0,66
21611,close,-1.0,28
21612,open,1.0,77
21613,close,-1.0,42
21614,open,1.0,40
21615,close,-1.0,45
21616,open,1.0,44
21617,close,-1.0,48
21618,open,1.0,46
21619,close,-1.0,33
21620,open,1.0,29
21621,close,-1.0,43
21622,open,1.0,50
21623,close,-1.0,100
21624,open,1.0,82
21625,close,-1.0,33
21626,open,1.0,36
21627,close,-1.0,37
21628,open,1.0,51
21629,close,-1.0,35
21630,open,1.0,63
21631,close,-1.0,64
21632,open,1.0,57
21633,close,-1.0,43
21634,open,1.0,38
21635,close,-1.0,47
21636,open,1.0,30
21637,close,-1.0,48
21638,open,1.0,58
21639,close,-1.0,49
21640,open,1.0,139
21641,close,-1.0,32
21642,open,1.0,52
21643,close,-1.0,28
21644,open,1.0,61
21645,close,-1.0,41
21646,open,1.0,66
21647,close,-1.0,42
21648,open,1.0,47
21649,close,-1.0,51
21650,open,1.0,34
21651,close,-1.0,41
21652,open,1.0,58
21653,close,-1.0,41
21654,open,1.0,47
21655,close,-1.0,36
21656,open,1.0,54
21657,close,-1.0,31
21658,open,1.0,71
21659,close,-1.0,26
21660,open,1.0,55
21661,close,-1.0,51
21662,open,1.0,55
21663,close,-1.0,51
21664,open,1.0,62
21665,close,-1.0,41
21666,open,1.0,43
21667,close,-1.0,21
21668,open,1.0,54
21669,close,-1.0,48
21670,open,1.0,65
21671,close,-1.0,29
21672,open,1.0,36
21673,close,-1.0,39
21674,open,1.0,24
21675,close,-1.0,30
21676,open,1.0,23
21677,close,-1.0,32
21678,open,1.0,36
21679,close,-1.0,38
21680,open,1.0,19
21681,close,-1.0,77
21682,open,1.0,36
21683,close,-1.0,54
21684,open,1.0,48
21685,close,-1.0,111
21686,open,1.0,39
21687,close,-1.0,29
21688,open,1.0,43
21689,close,-1.0,35
21690,open,1.0,17
21691,close,-1.0,33
21692,open,1.0,43
21693,close,-1.0,47
21694,open,1.0,16
21695,close,-1.0,36
21696,open,1.0,38
21697,close,-1.0,31
21698,open,1.0,47
21699,close,-1.0,31
21700,open,1.0,40
21701,close,-1.0,40
21702,open,1.0,43
21703,close,-1.0,32
21704,open,1.0,57
21705,close,-1.0,45
21706,open,1.0,40
21707,close,-1.0,52
21708,open,1.0,64
21709,close,-1.0,53
21710,open,1.0,73
21711,close,-1.0,55
21712,open,1.0,56
21713,close,-1.0,42
21714,open,1.0,38
21715,close,-1.0,45
21716,open,1.0,56
21717,close,-1.0,24
21718,open,1.0,55
21719,close,-1.0,36
21720,open,1.0,46
21721,close,-1.0,45
21722,open,1.0,44
21723,close,-1.0,49
21724,open,1.0,31
21725,close,-1.0,23
21726,open,1.0,40
21727,close,-1.0,43
21728,open,1.0,31
21729,close,-1.0,32
21730,open,1.0,32
21731,close,-1.0,32
21732,open,1.0,53
21733,close,-1.0,31
21734,open,1.0,91
21735,close,-1.0,61
21736,open,1.0,43
21737,close,-1.0,44
21738,open,1.0,41
21739,close,-1.0,40
21740,open,1.0,39
21741,close,-1.0,24
21742,open,1.0,56
21743,close,-1.0,38
21744,open,1.0,62
21745,close,-1.0,34
21746,open,1.0,33
21747,close,-1.0,20
21748,open,1.0,76
21749,close,-1.0,34
21750,open,1.0,78
21751,close,-1.0,53
21752,open,1.0,51
21753,close,-1.0,35
21754,open,1.0,36
21755,close,-1.0,41
21756,open,1.0,40
21757,close,-1.0,45
21758,open,1.0,25
21759,close,-1.0,34
21760,open,1.0,34
21761,close,-1.0,43
21762,open,1.0,12
21763,close,-1.0,30
21764,open,1.0,21
21765,close,-1.0,28
21766,open,1.0,42
21767,close,-1.0,43
21768,open,1.0,51
21769,close,-1.0,32
21770,open,1.0,61
21771,close,-1.0,35
21772,open,1.0,43
21773,close,-1.0,33
21774,open,1.0,31
21775,close,-1.0,40
21776,open,1.0,38
21777,close,-1.0,33
21778,open,1.0,14
21779,close,-1.0,60
21780,open,1.0,25
21781,close,-1.0,53
21782,open,1.0,26
21783,close,-1.0,49
21784,open,1.0,69
21785,close,-1.0,43
21786,open,1.0,32
21787,close,-1.0,27
21788,open,1.0,52
21789,close,-1.0,38
21790,open,1.0,48
21791,close,-1.0,38
21792,open,1.0,24
21793,close,-1.0,26
21794,open,1.0,64
21795,close,-1.0,27
21796,open,1.0,92
21797,close,-1.0,54
21798,open,1.0,39
21799,close,-1.0,34
21800,open,1.0,32
21801,close,-1.0,38
21802,open,1.0,32
21803,close,-1.0,43
21804,open,1.0,104
21805,close,-1.0,33
21806,open,1.0,87
21807,close,-1.0,70
21808,open,1.0,27
21809,close,-1.0,49
21810,open,1.0,43
21811,close,-1.0,45
21812,open,1.0,67
21813,close,-1.0,42
21814,open,1.0,36
21815,close,-1.0,47
21816,open,1.0,66
21817,close,-1.0,54
21818,open,1.0,55
21819,close,-1.0,34
21820,open,1.0,52
21821,close,-1.0,42
21822,open,1.0,48
21823,close,-1.0,24
21824,open,1.0,60
21825,close,-1.0,22
21826,open,1.0,56
21827,close,-1.0,36
21828,open,1.0,65
21829,close,-1.0,35
21830,open,1.0,55
21831,close,-1.0,47
21832,open,1.0,57
21833,close,-1.0,41
21834,open,1.0,50
21835,close,-1.0,27
21836,open,1.0,37
21837,close,-1.0,37
21838,open,1.0,64
21839,close,-1.0,37
21840,open,1.0,42
21841,close,-1.0,41
21842,open,1.0,70
21843,close,-1.0,40
21844,open,1.0,44
21845,close,-1.0,38
21846,open,1.0,25
21847,close,-1.0,22
21848,open,1.0,89
21849,close,-1.0,30
21850,open,1.0,50
21851,close,-1.0,38
21852,open,1.0,73
21853,close,-1.0,52
21854,open,1.0,78
21855,close,-1.0,49
21856,open,1.0,27
21857,close,-1.0,17
21858,open,1.0,54
21859,close,-1.0,39
21860,open,1.0,44
21861,close,-1.0,26
21862,open,1.0,34
21863,close,-1.0,34
21864,open,1.0,48
21865,close,-1.0,31
21866,open,1.0,38
21867,close,-1.0,37
21868,open,1.0,60
21869,close,-1.0,32
21870,open,1.0,42
21871,close,-1.0,37
21872,open,1.0,39
21873,close,-1.0,22
21874,open,1.0,33
21875,close,-1.0,53
21876,open,1.0,42
21877,close,-1.0,24
21878,open,1.0,57
21879,close,-1.0,17
21880,open,1.0,69
21881,close,-1.0,33
21882,open,1.0,65
21883,close,-1.0,25
21884,open,1.0,41
21885,close,-1.0,35
21886,open,1.0,48
21887,close,-1.0,30
21888,open,1.0,18
21889,close,-1.0,25
21890,open,1.0,40
21891,close,-1.0,27
21892,open,1.0,25
21893,close,-1.0,45
21894,open,1.0,36
21895,close,-1.0,17
21896,open,1.0,26
21897,close,-1.0,58
21898,open,1.0,52
21899,close,-1.0,46
21900,open,1.0,63
21901,close,-1.0,39
21902,open,1.0,23
21903,close,-1.0,28
21904,open,1.0,30
21905,close,-1.0,32
21906,open,1.0,41
21907,close,-1.0,21
21908,open,1.0,45
21909,close,-1.0,35
21910,open,1.0,46
21911,close,-1.0,27
21912,open,1.0,42
21913,close,-1.0,22
21914,open,1.0,54
21915,close,-1.0,18
21916,open,1.0,47
21917,close,-1.0,28
21918,open,1.0,45
21919,close,-1.0,28
21920,open,1.0,71
21921,close,-1.0,28
21922,open,1.0,51
21923,close,-1.0,47
21924,open,1.0,47
21925,close,-1.0,34
21926,open,1.0,23
21927,close,-1.0,19
21928,open,1.0,32
21929,close,-1.0,40
21930,open,1.0,44
21931,close,-1.0,36
21932,open,1.0,77
21933,close,-1.0,33
21934,open,1.0,47
21935,close,-1.0,41
21936,open,1.0,67
21937,close,-1.0,36
21938,open,1.0,23
21939,close,-1.0,30
21940,open,1.0,40
21941,close,-1.0,21
21942,open,1.0,49
21943,close,-1.0,33
21944,open,1.0,56
21945,close,-1.0,45
21946,open,1.0,34
21947,close,-1.0,21
21948,open,1.0,65
