episode_index,split,environment,source_split,raw_segment_id,raw_episode_id,raw_episode_start,raw_episode_end,segment_start,segment_end,segment_length,task_name,language_text,language_embedding_dim,language_embedding_sha1,max_valid_actions_from_first_frame,requires_action_padding_for_chunk
2409,train,B,training,7607,30,162212,168817,166410,166474,65,rotate_red_block_right,take the red block and rotate it right,384,a041e042ed2008324e01ad001abb1de526305075,65,1
2410,train,B,training,7609,63,532403,565777,551832,551896,65,rotate_red_block_left,take the red block and rotate it left,384,35966979f367f7a996a9aa67a673c590d0ff5e09,65,1
2411,train,B,training,7614,61,456757,500843,472372,472436,65,lift_red_block_slider,pick up the red block in the sliding cabinet,384,3f4ffb360f68dfc5d8c408f73cb34fb2524db333,65,1
2412,train,B,training,7615,52,301603,322957,306442,306506,65,lift_pink_block_slider,pick up the pink block from the shelf,384,561c2fa5ecd38dab6beafcf16d2c486b556aa73f,65,1
2413,train,B,training,7623,13,58396,61335,60590,60627,38,push_blue_block_right,push the blue block to the right,384,4e0245e772e6eb46a084bff62fdaea1a95a514fa,38,1
2414,train,B,training,7625,62,500844,532402,521015,521049,35,rotate_red_block_right,"grasp the red block, then rotate it right",384,b8effee335e9c9c38771afd353528ce13ea127c0,35,1
2415,train,B,training,7626,49,289412,291365,290789,290853,65,rotate_pink_block_left,turn the pink block left,384,869590ce0eab1c79ea39144bc47c7ffe6992cb6b,65,1
2416,train,B,training,7633,16,72876,74330,73874,73918,45,place_in_slider,put the object in the slider,384,e6a1150ce201a3d282475a3c698d5275eec5e57d,45,1
2417,train,B,training,7636,50,291366,300898,294637,294670,34,lift_red_block_drawer,lift the red block lying in the drawer,384,ceb03d23189cf49cc95304b7127b1d9730a7d46d,34,1
2418,train,B,training,7639,45,265078,267288,266475,266539,65,turn_off_led,push down the button to turn off the led light,384,388bbd347dfaed31e373afc611413a038b5cb3c3,65,1
2419,train,B,training,7640,61,456757,500843,498490,498554,65,turn_on_led,toggle the button to turn on the led light,384,2e85e3035026ecaafbba8a08ea7608b05e974f04,65,1
2420,train,B,training,7641,44,244739,265077,257336,257400,65,turn_off_lightbulb,slide down the switch,384,c3ca16c731660b91a8af212922dcb1cc0a5b7682,65,1
2421,train,B,training,7642,32,170104,180357,172719,172757,39,lift_red_block_drawer,lift the red block lying in the drawer,384,ceb03d23189cf49cc95304b7127b1d9730a7d46d,39,1
2422,train,B,training,7659,18,79401,85087,82199,82240,42,push_red_block_right,sweep the red block to the right,384,3742390a8ebdea180835091333a6b33107658769,42,1
2423,train,B,training,7661,28,153962,158236,155786,155850,65,turn_on_led,push the button to turn on the led,384,1d22b2ec4cbbe9f1f665a82c8165092e9a73e977,65,1
2424,train,B,training,7664,55,356202,398271,371399,371463,65,turn_off_lightbulb,move the light switch to turn off the yellow light,384,6c2f1f084161d9f147fad2cfb7ac938f18b55f4f,65,1
2425,train,B,training,7669,59,435435,451284,447282,447320,39,lift_blue_block_slider,grasp the blue block lying in the sliding cabinet,384,f4ca0d603cbe0ff5724b3a7262325385fe9b1bc0,39,1
2426,train,B,training,7671,55,356202,398271,382211,382247,37,place_in_slider,put it in the slider,384,9bb98a52821b12b6eb346e9027941e872659dea5,37,1
2427,train,B,training,7672,55,356202,398271,390737,390801,65,lift_blue_block_table,lift the blue block from the table,384,4eac1fe2581446a51eacdf5fbc9236993269dbb8,65,1
2428,train,B,training,7673,63,532403,565777,550309,550373,65,turn_on_lightbulb,push the switch upwards,384,351bca1b61e080002a982c438ad47bcd083c3543,65,1
2429,train,B,training,7680,34,184482,192092,188489,188553,65,turn_on_lightbulb,turn on the light bulb,384,6ed0d66c19ff5be471b046ce09739697c1d511ae,65,1
2430,train,B,training,7684,34,184482,192092,185259,185302,44,push_red_block_right,sweep the red block to the right,384,3742390a8ebdea180835091333a6b33107658769,44,1
2431,train,B,training,7686,19,85088,94884,91067,91131,65,turn_on_led,push down the button to turn on the led light,384,51d2f5e0a374a052fcd04e71156e23d13091b7f1,65,1
2432,train,B,training,7687,62,500844,532402,517736,517800,65,turn_off_lightbulb,toggle the light switch to turn off the yellow light,384,60dcdfa7102abc005d673a1d86da9eddf8bff2b4,65,1
2433,train,B,training,7695,22,97535,103605,98122,98186,65,lift_red_block_slider,grasp the red block lying on the shelf,384,eac4e36e14c3a50f8368a88bbbaafdc88cf2c05f,65,1
2434,train,B,training,7697,1,3687,7911,4603,4667,65,turn_on_lightbulb,turn on the yellow light,384,cf31d107960d7375c5ec8f55dacca57d7249a787,65,1
2435,train,B,training,7701,11,49470,54831,49780,49844,65,push_blue_block_right,push right the blue block,384,1dd3bdaaca290fa4e79130e1438a28f6a614fccb,65,1
2436,train,B,training,7702,55,356202,398271,384320,384384,65,rotate_pink_block_left,"grasp the pink block, then rotate it left",384,4e36abc3aba1566ba67cca77d430c7a05077b046,65,1
2437,train,B,training,7705,64,565778,589422,574788,574852,65,lift_red_block_table,lift the red block from the table,384,b4b629d919989ceafbaa2d72be63931cc452de03,65,1
2438,train,B,training,7706,55,356202,398271,364287,364351,65,push_blue_block_right,slide right the blue block,384,8364d5cb36dd5d8f615a0091742e2e927ade59a8,65,1
2439,train,B,training,7707,32,170104,180357,173513,173550,38,place_in_slider,put the block in the sliding cabinet,384,37f84d7800651164248a0f120e6d5dc4928b7a57,38,1
2440,train,B,training,7708,63,532403,565777,542204,542268,65,turn_off_led,turn off the led light,384,bb8b3fd58b1c7055a68144528b55a713a13d44e5,65,1
2441,train,B,training,7710,61,456757,500843,463178,463242,65,lift_red_block_drawer,go towards the red block in the drawer and lift it,384,d049a3bf8023c9a4f55d91e0d6508b79f9b268c5,65,1
2442,train,B,training,7713,62,500844,532402,506904,506968,65,rotate_pink_block_right,grasp the pink block and rotate it right,384,bfe0078310785e85dc631f905edbd7596c7fceed,65,1
2443,train,B,training,7714,65,589423,596230,593962,594026,65,rotate_blue_block_left,grasp the blue block and turn it left,384,68fff93df43c1ecbdaee03c4b97b8a861d09d67b,65,1
2444,train,B,training,7719,42,233104,239942,235244,235308,65,turn_off_lightbulb,move the light switch to turn off the yellow light,384,6c2f1f084161d9f147fad2cfb7ac938f18b55f4f,65,1
2445,train,B,training,7724,62,500844,532402,524843,524876,34,lift_blue_block_slider,lift the blue block lying in the sliding cabinet,384,1214c9637f7244321177a06531b9882ead19a520,34,1
2446,train,B,training,7725,25,123655,144539,126515,126554,40,unstack_block,go to the tower of blocks and take off the top one,384,5e0980e4c7802906aa08d1ebd012471b2b3439b2,40,1
2447,train,B,training,7728,25,123655,144539,125295,125359,65,push_red_block_left,slide the red block towards the left,384,f7d04e725fd5f0e38c23964446360fe22c689bb8,65,1
2448,train,B,training,7732,37,204387,212690,211500,211564,65,turn_on_led,push down the button to turn on the led,384,d9a34a1ed2c2714fe7058849d141d1e0329aeeef,65,1
2449,train,B,training,7734,14,61336,66822,65176,65240,65,push_blue_block_right,slide the blue block towards the right,384,8feb19678f28a3ddd18b3d0e033516c97c226382,65,1
2450,train,B,training,7735,55,356202,398271,361466,361530,65,rotate_blue_block_left,grasp the blue block and rotate it left,384,3d4f1a44722753c566dd0de22954bee95a0792bb,65,1
2451,train,B,training,7736,10,41202,49469,48128,48161,34,place_in_slider,put the block in the sliding cabinet,384,37f84d7800651164248a0f120e6d5dc4928b7a57,34,1
2452,train,B,training,7738,8,34463,38195,36568,36632,65,lift_blue_block_slider,in the cabinet grasp the blue block,384,01984cd3071ca4f24a04ae5ee77e7683a13269cd,65,1
2453,train,B,training,7740,61,456757,500843,495955,496019,65,turn_off_lightbulb,toggle the light switch to turn off the light bulb,384,2c880e00554962672eb2f5af73f62d67c7463c25,65,1
2454,train,B,training,7743,58,424675,435434,427650,427685,36,place_in_slider,place the object in the slider,384,5328c3e0d0943453a5440ccf136fcf26248b40a6,36,1
2455,train,B,training,7750,19,85088,94884,86521,86585,65,lift_pink_block_table,lift the pink block up,384,83a446984803a4afe11a88dc733d83f39bbc430a,65,1
2456,train,B,training,7751,61,456757,500843,474068,474132,65,lift_red_block_drawer,lift the red block in the drawer,384,a37d9d013577b9d5be8075cbaa98f26da84fac97,65,1
2457,train,B,training,7755,32,170104,180357,177545,177609,65,lift_red_block_table,pick up the red block,384,9ce66532c4c75aab9fe9facd78dbe3423f366abf,65,1
2458,train,B,training,7756,25,123655,144539,129668,129732,65,turn_off_lightbulb,toggle the light switch to turn off the light bulb,384,2c880e00554962672eb2f5af73f62d67c7463c25,65,1
2459,train,B,training,7761,33,180358,184481,181497,181561,65,rotate_blue_block_left,rotate the blue block to the left,384,e43ab82dccb5b58934eb3eab3577e4faaf4bbd8a,65,1
2460,train,B,training,7764,55,356202,398271,378826,378890,65,push_blue_block_right,go slide the blue block to the right,384,8ade1cbdd92c9189a21c1de0d10552341b70efab,65,1
2461,train,B,training,7776,37,204387,212690,204703,204743,41,stack_block,put the block on top of another block,384,6bba7e40d37880fb9e232d6011e3cf202a7e246b,41,1
2462,train,B,training,7777,32,170104,180357,172160,172224,65,push_into_drawer,slide the object into the drawer,384,041cf4d8453af1a6492248a353f57f5146b27e73,65,1
2463,train,B,training,7778,25,123655,144539,128230,128268,39,lift_pink_block_drawer,lift the pink block lying in the drawer,384,5b2d18de9334deea50cea1d06a8a0037e2c4c658,39,1
2464,train,B,training,7782,32,170104,180357,176529,176577,49,rotate_pink_block_left,rotate the pink block towards the left,384,bfea5e7dacf48c44a4aa4475056ee0973b33b2b2,49,1
2465,train,B,training,7783,55,356202,398271,372588,372626,39,turn_off_led,turn off the green light,384,b51aa415839cda7dd3d3ddf6f21fa0c59f8cc357,39,1
2466,train,B,training,7786,52,301603,322957,307604,307641,38,unstack_block,unstack the blocks,384,c02d478c152abdd33e592ba045ce4dfec9631d7e,38,1
2467,train,B,training,7788,66,596231,598909,597957,598000,44,stack_block,place the grasped block on top of another block,384,16e9f2c03392c9bed6ba3f008d28005e5c83194e,44,1
2468,train,B,training,7796,9,38196,41201,40345,40409,65,unstack_block,take off the stacked block,384,179e4eab6feddb5499fc33f51ebe201df1736bc2,65,1
2469,train,B,training,7804,64,565778,589422,570808,570872,65,lift_blue_block_table,"grasp the blue block on the table, then lift it up",384,9e018e40d971edad90af049758e4dd06305fcc50,65,1
2470,train,B,training,7806,34,184482,192092,188495,188559,65,turn_on_lightbulb,move the light switch to turn on the light bulb,384,028f4e123a1c23d86ef4bf70a767774b85894878,65,1
2471,train,B,training,7812,10,41202,49469,44712,44776,65,stack_block,stack the blocks,384,f9c25e4672f7a1239cda9ec9e2cd92f14cdd2342,65,1
2472,train,B,training,7815,61,456757,500843,489938,490002,65,push_pink_block_left,go slide the pink block to the left,384,dc325eca240491f969bdb36505e7715bea821bb2,65,1
2473,train,B,training,7816,61,456757,500843,492730,492794,65,lift_pink_block_slider,pick up the pink block from the shelf,384,561c2fa5ecd38dab6beafcf16d2c486b556aa73f,65,1
2474,train,B,training,7817,62,500844,532402,503532,503596,65,stack_block,stack the block on top of another block,384,da417622ec099febd6230dc1384edf7f924e6044,65,1
2475,train,B,training,7818,55,356202,398271,364280,364344,65,push_blue_block_right,slide the blue block towards the right,384,8feb19678f28a3ddd18b3d0e033516c97c226382,65,1
2476,train,B,training,7820,10,41202,49469,45852,45916,65,lift_red_block_drawer,lift the red block in the drawer,384,a37d9d013577b9d5be8075cbaa98f26da84fac97,65,1
2477,train,B,training,7828,58,424675,435434,434919,434966,48,lift_blue_block_table,lift the blue block,384,2a319224c00e9ea7073aa7ec77d5e5e4154ddeb5,48,1
2478,train,B,training,7829,57,408002,424674,413400,413464,65,lift_pink_block_slider,lift the pink block lying in the cabinet,384,5631e84385612608c40b8ea39e392fead742db77,65,1
2479,train,B,training,7831,5,21763,27965,27279,27321,43,lift_pink_block_table,lift the pink block,384,f97cd726f590c2262d012296cf70b8e9cdd91931,43,1
2480,train,B,training,7837,55,356202,398271,370640,370704,65,turn_off_led,turn off the led light,384,bb8b3fd58b1c7055a68144528b55a713a13d44e5,65,1
2481,train,B,training,7838,62,500844,532402,515217,515253,37,turn_off_led,turn off the led lamp,384,9a23681aee50c2d0c4e326c8be990b0b3d1eb3e1,37,1
2482,train,B,training,7839,47,267917,272232,271077,271141,65,lift_red_block_table,lift the red block from the table,384,b4b629d919989ceafbaa2d72be63931cc452de03,65,1
2483,train,B,training,7842,54,349181,356201,350420,350484,65,turn_off_led,push down the button to turn off the led light,384,388bbd347dfaed31e373afc611413a038b5cb3c3,65,1
2484,train,B,training,7848,9,38196,41201,38416,38480,65,lift_red_block_slider,grasp the red block lying in the slider,384,cf2fd2485dc53edaaca4f147d07c8bf739e65561,65,1
2485,train,B,training,7852,24,114064,123654,122492,122556,65,turn_off_led,push the button to turn off the led,384,420762219c5f5ea1be6f58c0a642c1197448b5bd,65,1
2486,train,B,training,7853,55,356202,398271,362808,362872,65,unstack_block,take off the stacked block,384,1ecbeeac65f20f796ea4c9c6dcfc7264f28751e7,65,1
2487,train,B,training,7854,55,356202,398271,396770,396834,65,turn_off_lightbulb,push the switch downwards,384,a5f8fa51b83593652900cd1d7f5813d471cbf8b1,65,1
2488,train,B,training,7856,53,322958,349180,337422,337486,65,turn_off_led,toggle the button to turn off the green light,384,eba5b9f9fd7c56cd96612d70773b87a164862f4c,65,1
2489,train,B,training,7864,42,233104,239942,236936,236977,42,push_blue_block_left,slide the blue block to the left,384,34e1e97e07e78b1a94e5bb6db4c5f6d2eaac35a0,42,1
2490,train,B,training,7865,63,532403,565777,532456,532520,65,turn_on_lightbulb,toggle the light switch to turn on the light bulb,384,dc9ec1ab25e716119fd7106cc639fe1562efa4ee,65,1
2491,train,B,training,7866,7,29482,34462,32673,32737,65,lift_blue_block_table,grasp the blue block and lift it up,384,ecc936adabfacb0a5c5d903315f201b5a0544cb3,65,1
2492,train,B,training,7868,55,356202,398271,369430,369470,41,stack_block,stack the object on top of another object,384,3f1300a3cad4d76071b7935b544685ebe0594797,41,1
2493,train,B,training,7870,1,3687,7911,4806,4848,43,turn_off_led,turn off the led,384,dc5f02e9c416e0b6396fc047a7ae3464c7bee74d,43,1
2494,train,B,training,7873,63,532403,565777,544915,544979,65,lift_red_block_slider,grasp the red block lying in the sliding cabinet,384,28979b47158d97ed65e32c5e0ddedc2f8be6f3ee,65,1
2495,train,B,training,7874,32,170104,180357,173038,173102,65,lift_pink_block_slider,pick up the pink block in the sliding cabinet,384,888b52dd1ef48b1356e5363ea7c87c66ddb01975,65,1
2496,train,B,training,7884,12,54832,58395,55067,55131,65,lift_blue_block_slider,pick up the blue block from the shelf,384,d715fc166832b128e30f201670229a0cb0366cd4,65,1
2497,train,B,training,7887,44,244739,265077,259268,259332,65,push_red_block_left,push the red block towards the left,384,29023fd16fdfda1fd26b308e8f3ff42668ebcd95,65,1
2498,train,B,training,7890,63,532403,565777,562186,562233,48,lift_red_block_slider,lift the red block on the shelf,384,fef4456f6599ad4fc2577b17c8d5807fbd07b2f1,48,1
2499,train,B,training,7891,55,356202,398271,387869,387933,65,lift_pink_block_table,lift the pink block from the table,384,5764cd599ce1679ea579fe06289a2dc657b4a91b,65,1
2500,train,B,training,7893,53,322958,349180,342206,342270,65,lift_blue_block_drawer,pick up the blue block lying in the drawer,384,54aa04c6f4c9db742f55d12a74e4fb9b02fdf588,65,1
2501,train,B,training,7895,55,356202,398271,381982,382046,65,turn_on_lightbulb,slide up the switch,384,47097bc49ed69882741768a3944b9293865bc1f4,65,1
2502,train,B,training,7897,63,532403,565777,563893,563957,65,rotate_red_block_left,"grasp the red block, then rotate it left",384,8b040d1a769b3321f487d0c8c9e8105f4779d115,65,1
2503,train,B,training,7900,65,589423,596230,594453,594517,65,lift_pink_block_drawer,grasp the pink block lying in the drawer,384,18a8597e96b2f4d8835418433b991ea18a4bcef4,65,1
2504,train,B,training,7902,65,589423,596230,589633,589697,65,rotate_red_block_left,rotate the red block towards the left,384,a9e0abcc4b7632fbc290c61c4ad1e2d578a3d44c,65,1
2505,train,B,training,7903,14,61336,66822,65395,65459,65,lift_red_block_slider,in the cabinet grasp the red block,384,2feccdcd98e7662c9e17c1d932d53957abea5ee2,65,1
2506,train,B,training,7904,25,123655,144539,130515,130556,42,lift_red_block_drawer,go towards the red block in the drawer and grasp it,384,66c61a3a786399248a4051d8e4fd18996b33ea06,42,1
2507,train,B,training,7907,55,356202,398271,392887,392924,38,stack_block,place the grasped block on top of another block,384,16e9f2c03392c9bed6ba3f008d28005e5c83194e,38,1
2508,train,B,training,7909,63,532403,565777,553222,553268,47,stack_block,stack the block on top of another block,384,da417622ec099febd6230dc1384edf7f924e6044,47,1
2509,train,B,training,7913,10,41202,49469,48741,48805,65,lift_red_block_slider,in the slider pick up the red block,384,4209dcc2b898057b3bbee4e9de2cdb6b223a0cd6,65,1
2510,train,B,training,7918,12,54832,58395,57381,57425,45,push_blue_block_left,slide the blue block towards the left,384,815979157c092feaaf7a6ff006cef4dab5d9a93b,45,1
2511,train,B,training,7921,64,565778,589422,587512,587576,65,push_red_block_left,sweep the red block to the left,384,5709e27e0a7b4d1629d8d0d27c3694bee269d2c2,65,1
2512,train,B,training,7924,55,356202,398271,364759,364823,65,lift_blue_block_table,grasp the blue block on the table and lift it up,384,27b25bb209015194841a5d35fffa864d37db1fc0,65,1
2513,train,B,training,7927,63,532403,565777,549525,549589,65,lift_blue_block_table,"grasp the blue block, then lift it up",384,4926663f02a945ebabd0299d368367a5a869695a,65,1
2514,train,B,training,7935,41,228698,233103,229994,230058,65,lift_blue_block_slider,grasp the blue block lying in the slider,384,f93af5900eb059e9ded52f6bf13c776e882a445e,65,1
2515,train,B,training,7936,24,114064,123654,119374,119438,65,turn_off_lightbulb,toggle the light switch to turn off the yellow light,384,60dcdfa7102abc005d673a1d86da9eddf8bff2b4,65,1
2516,train,B,training,7939,64,565778,589422,572935,572999,65,unstack_block,collapse the stacked blocks,384,a1921811dc2cfdec9b160b21f6f2ef9f67ab8d70,65,1
2517,train,B,training,7941,58,424675,435434,431374,431415,42,lift_red_block_table,"grasp the red block on the table, then lift it up",384,2d9221ef21de050b2f10f4cb75a426d22f35a6d2,42,1
2518,train,B,training,7956,61,456757,500843,493372,493436,65,stack_block,put the block on top of another block,384,6bba7e40d37880fb9e232d6011e3cf202a7e246b,65,1
2519,train,B,training,7959,15,66823,72875,71806,71870,65,lift_red_block_drawer,grasp the red block lying in the drawer,384,2b44932e5e10f0d625841c9c2111045092ca646e,65,1
2520,train,B,training,7963,36,196871,204386,202219,202283,65,push_blue_block_right,go slide the blue block to the right,384,8ade1cbdd92c9189a21c1de0d10552341b70efab,65,1
2521,train,B,training,7969,55,356202,398271,386568,386632,65,rotate_pink_block_left,rotate the pink block towards the left,384,bfea5e7dacf48c44a4aa4475056ee0973b33b2b2,65,1
2522,train,B,training,7974,53,322958,349180,333254,333318,65,push_red_block_right,slide right the red block,384,ca025e5c6077d1d67b8014afd01056f4f2e56d54,65,1
2523,train,B,training,7975,11,49470,54831,53390,53454,65,lift_blue_block_drawer,go towards the blue block in the drawer and pick it up,384,507fbef381367eb09ff5ccb4bd5154d0eb8de6d1,65,1
2524,train,B,training,7980,25,123655,144539,140103,140167,65,push_red_block_right,push right the red block,384,130bdc6935a9f984652473b2780b33e154506734,65,1
2525,train,B,training,7988,61,456757,500843,498710,498757,48,push_into_drawer,slide the object into the drawer,384,041cf4d8453af1a6492248a353f57f5146b27e73,48,1
2526,train,B,training,7989,48,272233,289411,274891,274925,35,stack_block,put the block on top of another block,384,6bba7e40d37880fb9e232d6011e3cf202a7e246b,35,1
2527,train,B,training,7991,19,85088,94884,93062,93126,65,lift_red_block_table,grasp the red block and lift it up,384,cdd8796fba242f419a4ec74db60e5fb4b9ec0e95,65,1
2528,train,B,training,7992,32,170104,180357,179545,179609,65,lift_pink_block_table,grasp the pink block on the table and lift it up,384,144b93762c8cc3a39c1063d6a78837536b81ac59,65,1
2529,train,B,training,7994,66,596231,598909,597045,597109,65,push_red_block_right,slide the red block to the right,384,e2e73c023f10042acf9dca157a7e7b58202281ff,65,1
2530,train,B,training,7997,48,272233,289411,287731,287795,65,lift_blue_block_table,grasp the blue block on the table and lift it up,384,27b25bb209015194841a5d35fffa864d37db1fc0,65,1
2531,train,B,training,8000,12,54832,58395,54962,55026,65,rotate_pink_block_left,grasp the pink block and rotate it left,384,70cf06809b089cf783b3fcd8a337ef8944b71b49,65,1
2532,train,B,training,8002,63,532403,565777,547750,547788,39,unstack_block,unstack the blocks,384,ad05d6595677fd8b2690ffedbddb0c62f691e60e,39,1
2533,train,B,training,8008,14,61336,66822,66461,66525,65,lift_blue_block_table,"grasp the blue block, then lift it up",384,4926663f02a945ebabd0299d368367a5a869695a,65,1
2534,train,B,training,8010,62,500844,532402,519286,519326,41,unstack_block,collapse the stacked blocks,384,a1921811dc2cfdec9b160b21f6f2ef9f67ab8d70,41,1
2535,train,B,training,8013,15,66823,72875,69205,69269,65,lift_pink_block_slider,pick up the pink block in the sliding cabinet,384,888b52dd1ef48b1356e5363ea7c87c66ddb01975,65,1
2536,train,B,training,8014,52,301603,322957,312087,312151,65,push_blue_block_right,slide the blue block to the right,384,095734881ae65c354b8095e880921d166ec24bfd,65,1
2537,train,B,training,8016,53,322958,349180,336616,336680,65,turn_off_lightbulb,move the light switch to turn off the light bulb,384,58dfe59c301632da61f977fa80102daeadcc266c,65,1
2538,train,B,training,8018,17,74331,79400,75948,76012,65,turn_off_lightbulb,toggle the light switch to turn off the yellow light,384,60dcdfa7102abc005d673a1d86da9eddf8bff2b4,65,1
2539,train,B,training,8024,12,54832,58395,57441,57505,65,lift_blue_block_table,pick up the blue block from the table,384,1d6103efc27c234f1a813cc7343dfc47481a2b21,65,1
2540,train,B,training,8027,40,223462,228697,226395,226459,65,lift_red_block_table,lift the red block from the table,384,b4b629d919989ceafbaa2d72be63931cc452de03,65,1
2541,train,B,training,8032,25,123655,144539,131883,131947,65,lift_red_block_drawer,grasp the red block in the drawer,384,fde83c2cd7554b90751c46fd1915e8e2459936f1,65,1
2542,train,B,training,8035,39,218801,223461,220602,220642,41,push_blue_block_left,go slide the blue block to the left,384,cddc500bacd63cc0157f1fc1d45052996999fd23,41,1
2543,train,B,training,8043,50,291366,300898,293695,293759,65,lift_pink_block_slider,in the slider pick up the pink block,384,6e2b9ea3dea7fa4b03cba28e8bbd85eab4537e4b,65,1
2544,train,B,training,8046,48,272233,289411,287867,287931,65,lift_pink_block_table,lift the pink block,384,f97cd726f590c2262d012296cf70b8e9cdd91931,65,1
2545,train,B,training,8048,32,170104,180357,176684,176748,65,rotate_red_block_left,grasp the red block and turn it left,384,55a81b19fbdcd9b87e944aa74f58f471c69bcd83,65,1
2546,train,B,training,8049,57,408002,424674,424087,424151,65,lift_red_block_slider,in the slider grasp the red block,384,daa13232607ea92834f6b0ed6bfe5e55484c74a5,65,1
2547,train,B,training,8052,32,170104,180357,173904,173943,40,stack_block,stack the blocks,384,f9c25e4672f7a1239cda9ec9e2cd92f14cdd2342,40,1
2548,train,B,training,8053,34,184482,192092,187952,188016,65,lift_red_block_slider,in the slider grasp the red block,384,daa13232607ea92834f6b0ed6bfe5e55484c74a5,65,1
2549,train,B,training,8057,59,435435,451284,446852,446916,65,lift_pink_block_slider,pick up the pink block from the sliding cabinet,384,bc44eb597b6550e9249854c363c77216e7760294,65,1
2550,train,B,training,8062,30,162212,168817,166703,166767,65,push_red_block_left,go push the red block to the left,384,66bec0d1b96fe300e3019408ab9d9158a52df6ad,65,1
2551,train,B,training,8065,61,456757,500843,464983,465047,65,rotate_blue_block_right,rotate the blue block 90 degrees to the right,384,151cc11ec0850b4541da59dbe44d4a314ad6f6a5,65,1
2552,train,B,training,8067,17,74331,79400,76783,76847,65,lift_red_block_slider,in the sliding cabinet grasp the red block,384,3d2c744d0c04588154f8792501667e5c8464407a,65,1
2553,train,B,training,8070,19,85088,94884,94722,94786,65,lift_red_block_table,pick up the red block from the table,384,356aa67fe152c597b9fbcddb6e5d358ed9ad90fe,65,1
2554,train,B,training,8075,62,500844,532402,525075,525139,65,push_blue_block_right,slide the blue block towards the right,384,8feb19678f28a3ddd18b3d0e033516c97c226382,65,1
2555,train,B,training,8076,55,356202,398271,369375,369439,65,lift_pink_block_table,pick up the pink block from the table,384,686b75e03dbd0353f3ccf1054139a04dad2b4bb0,65,1
2556,train,B,training,8078,56,398272,408001,404336,404384,49,unstack_block,unstack the blocks,384,ad05d6595677fd8b2690ffedbddb0c62f691e60e,49,1
2557,train,B,training,8081,44,244739,265077,246201,246265,65,lift_red_block_table,lift the red block up,384,6700f72cdc738e47682851111361f79c71845202,65,1
2558,train,B,training,8084,58,424675,435434,433749,433788,40,lift_blue_block_table,lift the blue block,384,2a319224c00e9ea7073aa7ec77d5e5e4154ddeb5,40,1
2559,train,B,training,8086,63,532403,565777,534381,534428,48,stack_block,stack blocks on top of each other,384,6c13420b669a18fbfee4b102394befa69dc29cf8,48,1
2560,train,B,training,8087,4,20070,21762,20843,20907,65,lift_pink_block_table,lift the pink block up,384,83a446984803a4afe11a88dc733d83f39bbc430a,65,1
2561,train,B,training,8089,48,272233,289411,285522,285586,65,lift_pink_block_drawer,pick up the pink block in the drawer,384,6e427be28671fb4a89630276221c833ec8f69b61,65,1
2562,train,B,training,8090,63,532403,565777,559852,559916,65,lift_blue_block_slider,grasp the blue block lying in the slider,384,f93af5900eb059e9ded52f6bf13c776e882a445e,65,1
2563,train,B,training,8091,64,565778,589422,572638,572702,65,push_into_drawer,slide the object into the drawer,384,041cf4d8453af1a6492248a353f57f5146b27e73,65,1
2564,train,B,training,8093,41,228698,233103,233007,233042,36,lift_blue_block_table,"grasp the blue block, then lift it up",384,4926663f02a945ebabd0299d368367a5a869695a,36,1
2565,train,B,training,8097,47,267917,272232,270028,270092,65,lift_red_block_drawer,grasp the red block from the drawer,384,2603ea47db87bb3035c69ab71af2b41fd533911b,65,1
2566,train,B,training,8098,45,265078,267288,266670,266734,65,rotate_blue_block_left,turn the blue block left,384,9725253cdce0d5578eb124e62fa310766b4c9323,65,1
2567,train,B,training,8101,27,152168,153961,153566,153630,65,lift_blue_block_drawer,lift the blue block lying in the drawer,384,ec6186bd366792da600f715fb02cd2154afbf97e,65,1
2568,train,B,training,8102,23,103606,114063,109066,109106,41,push_blue_block_left,slide the blue block towards the left,384,815979157c092feaaf7a6ff006cef4dab5d9a93b,41,1
2569,train,B,training,8108,43,239943,244738,240717,240781,65,lift_red_block_slider,lift the red block lying in the sliding cabinet,384,621aea0da2d26eff7cb73317f546ed80527c5317,65,1
2570,train,B,training,8113,50,291366,300898,292411,292475,65,lift_pink_block_slider,in the slider grasp the pink block,384,115286914dcd95ea434762b3b54528b673ce591f,65,1
2571,train,B,training,8114,62,500844,532402,511514,511578,65,rotate_red_block_left,turn the red block left,384,bb3f7e533f9daceb80b6146e169323fdd34f7da4,65,1
2572,train,B,training,8122,49,289412,291365,290230,290294,65,rotate_blue_block_left,rotate the blue block 90 degrees to the left,384,a52bb6a7a2b08d4c3c9dec7f6052f7819aebcad3,65,1
2573,train,B,training,8123,41,228698,233103,229989,230053,65,lift_blue_block_slider,pick up the blue block in the sliding cabinet,384,f3fe02fb85000678f350fa5a4ce946dbc2c886e1,65,1
2574,train,B,training,8126,39,218801,223461,220117,220181,65,unstack_block,take off the stacked block,384,1ecbeeac65f20f796ea4c9c6dcfc7264f28751e7,65,1
2575,train,B,training,8128,60,451285,456756,454955,454999,45,push_into_drawer,push the block into the drawer,384,ded77baa15166b74788fa0927438a4647d5333fe,45,1
2576,train,B,training,8129,61,456757,500843,494156,494220,65,push_blue_block_right,go push the blue block to the right,384,3e103d327a43b6554259bb1d95ef7c1c4dca0139,65,1
2577,train,B,training,8133,23,103606,114063,112562,112626,65,push_pink_block_right,push right the pink block,384,30807fed4d9963f7e5992823e1259898984ae58e,65,1
