episode_index,split,environment,source_split,raw_segment_id,raw_episode_id,raw_episode_start,raw_episode_end,segment_start,segment_end,segment_length,task_name,language_text,language_embedding_dim,language_embedding_sha1,max_valid_actions_from_first_frame,requires_action_padding_for_chunk
10695,train,B,training,16987,32,170104,180357,174234,174298,65,push_into_drawer,push the object that it falls into the drawer,384,a842b7d8735547d8b86827d3a1e5e977cbb3f92c,65,1
10696,train,B,training,17000,61,456757,500843,473715,473779,65,rotate_blue_block_right,grasp the blue block and turn it right,384,7230ce90a3fdf9d7cfc12e02ea62c6458720986f,65,1
10697,train,B,training,17001,63,532403,565777,562799,562847,49,lift_blue_block_table,lift the blue block from the table,384,4eac1fe2581446a51eacdf5fbc9236993269dbb8,49,1
10698,train,B,training,17005,8,34463,38195,36869,36933,65,lift_blue_block_table,"grasp the blue block, then lift it up",384,4926663f02a945ebabd0299d368367a5a869695a,65,1
10699,train,B,training,17006,55,356202,398271,382138,382202,65,lift_red_block_drawer,pick up the red block lying in the drawer,384,abbe7786bb5d375feda2b720e947228669dd4f78,65,1
10700,train,B,training,17007,50,291366,300898,295904,295968,65,push_pink_block_right,push right the pink block,384,30807fed4d9963f7e5992823e1259898984ae58e,65,1
10701,train,B,training,17009,59,435435,451284,442076,442140,65,lift_blue_block_slider,pick up the blue block from the sliding cabinet,384,cbcbddcca5fc756c2a69f9b78abef1c8781f9360,65,1
10702,train,B,training,17010,7,29482,34462,30150,30189,40,push_into_drawer,push the object that it falls into the drawer,384,a842b7d8735547d8b86827d3a1e5e977cbb3f92c,40,1
10703,train,B,training,17014,32,170104,180357,177476,177540,65,rotate_red_block_right,turn the red block right,384,52f95406fadcfa132d7a48dbea826f986bc687f9,65,1
10704,train,B,training,17016,7,29482,34462,31216,31280,65,lift_blue_block_drawer,go towards the blue block in the drawer and pick it up,384,507fbef381367eb09ff5ccb4bd5154d0eb8de6d1,65,1
10705,train,B,training,17017,57,408002,424674,418845,418883,39,stack_block,put the grasped block on top of a block,384,07062d7616c40f0709ccec93e1dd74f4e1d4a953,39,1
10706,train,B,training,17018,48,272233,289411,281117,281181,65,lift_red_block_drawer,pick up the red block in the drawer,384,87a96f45c7bd14c4444cf24c8d59aa0356685c5e,65,1
10707,train,B,training,17023,57,408002,424674,416285,416333,49,lift_red_block_slider,in the sliding cabinet grasp the red block,384,3d2c744d0c04588154f8792501667e5c8464407a,49,1
10708,train,B,training,17026,61,456757,500843,470952,471016,65,push_into_drawer,slide the block into the drawer,384,b8dd0c86f33096de7277562b2e1860c3fb50923b,65,1
10709,train,B,training,17028,45,265078,267288,265773,265811,39,lift_blue_block_table,lift the blue block from the table,384,4eac1fe2581446a51eacdf5fbc9236993269dbb8,39,1
10710,train,B,training,17033,62,500844,532402,513671,513735,65,lift_red_block_table,"grasp the red block on the table, then lift it up",384,2d9221ef21de050b2f10f4cb75a426d22f35a6d2,65,1
10711,train,B,training,17037,62,500844,532402,531337,531401,65,rotate_red_block_left,grasp the red block and rotate it left,384,9586289d8b00ce6baed02eee0c9d0209e0ce53f8,65,1
10712,train,B,training,17039,38,212691,218800,214277,214341,65,lift_blue_block_slider,pick up the blue block in the sliding cabinet,384,f3fe02fb85000678f350fa5a4ce946dbc2c886e1,65,1
10713,train,B,training,17042,39,218801,223461,221394,221436,43,push_blue_block_right,sweep the blue block to the right,384,7dca460b2abb8068da8765cb1c37ed668ace033f,43,1
10714,train,B,training,17058,55,356202,398271,374375,374439,65,lift_red_block_drawer,grasp the red block in the drawer,384,fde83c2cd7554b90751c46fd1915e8e2459936f1,65,1
10715,train,B,training,17068,34,184482,192092,191463,191498,36,push_pink_block_right,slide right the pink block,384,c2f0c53423a9f41b5e650a6cca022d2e4bbf1801,36,1
10716,train,B,training,17071,57,408002,424674,409140,409204,65,lift_blue_block_slider,in the sliding cabinet grasp the blue block,384,3608b41896a5eec65882f975d90f1094e85414ce,65,1
10717,train,B,training,17075,42,233104,239942,235435,235499,65,lift_red_block_table,"grasp the red block, then lift it up",384,693841e449e77f26fd3cefa3130391d8935abc3a,65,1
10718,train,B,training,17078,61,456757,500843,493374,493438,65,stack_block,stack blocks on top of each other,384,6c13420b669a18fbfee4b102394befa69dc29cf8,65,1
10719,train,B,training,17082,50,291366,300898,292617,292681,65,rotate_red_block_left,take the red block and turn it left,384,eedf0bc100c68082f6837e024ed65a7650f5cf16,65,1
10720,train,B,training,17083,64,565778,589422,572342,572406,65,lift_red_block_table,lift the red block up,384,6700f72cdc738e47682851111361f79c71845202,65,1
10721,train,B,training,17086,26,144540,152167,151318,151382,65,lift_pink_block_slider,in the sliding cabinet grasp the pink block,384,6cdeb0a8836768bee83f6110cb3e2bdcc7152711,65,1
10722,train,B,training,17091,63,532403,565777,562181,562245,65,lift_red_block_slider,grasp the red block lying in the sliding cabinet,384,28979b47158d97ed65e32c5e0ddedc2f8be6f3ee,65,1
10723,train,B,training,17092,48,272233,289411,282497,282561,65,lift_red_block_slider,grasp the red block lying on the shelf,384,eac4e36e14c3a50f8368a88bbbaafdc88cf2c05f,65,1
10724,train,B,training,17093,17,74331,79400,74876,74940,65,unstack_block,remove the top block,384,b19d8aaaeec7b94ea355464fe55bb4d1770e11f8,65,1
10725,train,B,training,17096,53,322958,349180,333090,333154,65,push_pink_block_left,push the pink block towards the left,384,130041d9dfe341a304c59772e119b71529987007,65,1
10726,train,B,training,17097,61,456757,500843,470432,470473,42,push_into_drawer,sweep the object into the drawer,384,42eeabc36fb7682d5797efc33eab46c3d88e7591,42,1
10727,train,B,training,17100,63,532403,565777,554337,554401,65,push_blue_block_left,push left the blue block,384,780e3f076adbd60e19482b0d1ca766b236a5caf8,65,1
10728,train,B,training,17101,53,322958,349180,344137,344201,65,push_into_drawer,slide the object into the drawer,384,041cf4d8453af1a6492248a353f57f5146b27e73,65,1
10729,train,B,training,17102,53,322958,349180,345625,345689,65,lift_blue_block_drawer,lift the blue block lying in the drawer,384,ec6186bd366792da600f715fb02cd2154afbf97e,65,1
10730,train,B,training,17107,61,456757,500843,485137,485201,65,rotate_blue_block_left,"grasp the blue block, then rotate it left",384,1a85a0d649bf047f867ebbe35552e7d4eb259dee,65,1
10731,train,B,training,17109,17,74331,79400,78653,78717,65,rotate_blue_block_left,rotate the blue block to the left,384,e43ab82dccb5b58934eb3eab3577e4faaf4bbd8a,65,1
10732,train,B,training,17111,52,301603,322957,319805,319869,65,rotate_pink_block_right,rotate the pink block towards the right,384,e8d3aa39e138b429a5f67a6f5b711af9cfc2f43e,65,1
10733,train,B,training,17117,23,103606,114063,113157,113221,65,rotate_red_block_left,take the red block and rotate it left,384,35966979f367f7a996a9aa67a673c590d0ff5e09,65,1
10734,train,B,training,17118,36,196871,204386,197700,197764,65,rotate_blue_block_right,take the blue block and turn it right,384,7755ea9e7b4fa28b79e79fad5631e9db00f6e555,65,1
10735,train,B,training,17121,55,356202,398271,371880,371920,41,rotate_blue_block_left,"grasp the blue block, then rotate it left",384,1a85a0d649bf047f867ebbe35552e7d4eb259dee,41,1
10736,train,B,training,17123,23,103606,114063,109814,109878,65,lift_red_block_table,lift the red block up,384,6700f72cdc738e47682851111361f79c71845202,65,1
10737,train,B,training,17128,48,272233,289411,283238,283302,65,lift_blue_block_drawer,pick up the blue block lying in the drawer,384,54aa04c6f4c9db742f55d12a74e4fb9b02fdf588,65,1
10738,train,B,training,17132,25,123655,144539,129040,129104,65,push_pink_block_right,go slide the pink block to the right,384,01ef61e13d1d46537570bd8d0286f6d1f125a523,65,1
10739,train,B,training,17133,50,291366,300898,291565,291629,65,lift_pink_block_table,lift the pink block up,384,83a446984803a4afe11a88dc733d83f39bbc430a,65,1
10740,train,B,training,17136,32,170104,180357,172379,172443,65,push_blue_block_left,push the blue block towards the left,384,a0c33934c0ac7f78e1b9b66f288d7fb8e52c08c8,65,1
10741,train,B,training,17140,34,184482,192092,184608,184655,48,push_red_block_left,slide the red block towards the left,384,f7d04e725fd5f0e38c23964446360fe22c689bb8,48,1
10742,train,B,training,17143,0,0,3686,2976,3040,65,lift_red_block_table,pick up the red block,384,9ce66532c4c75aab9fe9facd78dbe3423f366abf,65,1
10743,train,B,training,17146,22,97535,103605,100995,101059,65,lift_blue_block_table,"grasp the blue block on the table, then lift it up",384,9e018e40d971edad90af049758e4dd06305fcc50,65,1
10744,train,B,training,17149,55,356202,398271,383905,383969,65,lift_red_block_drawer,grasp the red block lying in the drawer,384,2b44932e5e10f0d625841c9c2111045092ca646e,65,1
10745,train,B,training,17163,49,289412,291365,290919,290983,65,rotate_blue_block_left,turn the blue block left,384,9725253cdce0d5578eb124e62fa310766b4c9323,65,1
10746,train,B,training,17165,24,114064,123654,121568,121632,65,lift_pink_block_drawer,lift the pink block in the drawer,384,3f3281a5ddc3a9831bd9c46afa5f6cec9c6040cd,65,1
10747,train,B,training,17169,24,114064,123654,121560,121624,65,lift_pink_block_drawer,go towards the pink block in the drawer and pick it up,384,9727816d61851e8433f080a4e36536ebf7f73299,65,1
10748,train,B,training,17170,62,500844,532402,519679,519743,65,rotate_red_block_left,"grasp the red block, then rotate it left",384,8b040d1a769b3321f487d0c8c9e8105f4779d115,65,1
10749,train,B,training,17172,55,356202,398271,387523,387587,65,lift_pink_block_slider,pick up the pink block from the shelf,384,561c2fa5ecd38dab6beafcf16d2c486b556aa73f,65,1
10750,train,B,training,17176,61,456757,500843,475897,475961,65,push_pink_block_left,slide the pink block to the left,384,64d28ca24d30efc7136171e7c094c10d23d28d1f,65,1
10751,train,B,training,17183,55,356202,398271,360894,360958,65,lift_red_block_slider,lift the red block lying in the cabinet,384,174a5cf1cce81003bd149c71f783c9ee659103e6,65,1
10752,train,B,training,17188,34,184482,192092,189375,189439,65,lift_blue_block_table,lift the blue block up,384,ab0d37bc77fdeb7f9899a93d8c09b97740616c6a,65,1
10753,train,B,training,17202,44,244739,265077,249625,249689,65,lift_blue_block_table,grasp the blue block and lift it up,384,901ac62f432bc46eb02283e6689a1690c290525d,65,1
10754,train,B,training,17203,13,58396,61335,60877,60941,65,lift_pink_block_drawer,lift the pink block lying in the drawer,384,5b2d18de9334deea50cea1d06a8a0037e2c4c658,65,1
10755,train,B,training,17205,43,239943,244738,240896,240934,39,push_into_drawer,slide the block into the drawer,384,b8dd0c86f33096de7277562b2e1860c3fb50923b,39,1
10756,train,B,training,17206,61,456757,500843,465587,465651,65,rotate_blue_block_right,take the blue block and turn it right,384,7755ea9e7b4fa28b79e79fad5631e9db00f6e555,65,1
10757,train,B,training,17210,24,114064,123654,123512,123554,43,push_into_drawer,slide the object into the drawer,384,041cf4d8453af1a6492248a353f57f5146b27e73,43,1
10758,train,B,training,17212,57,408002,424674,409025,409067,43,rotate_pink_block_left,grasp the pink block and turn it left,384,9e2f9a562e8b07cbd7bf8b6cd7a6a94c077384a4,43,1
10759,train,B,training,17218,39,218801,223461,221962,222026,65,rotate_red_block_left,rotate left the red block,384,e87f671b912d61fe90616123c698b13abe6ec940,65,1
10760,train,B,training,17221,41,228698,233103,229394,229458,65,lift_pink_block_slider,pick up the pink block from the shelf,384,561c2fa5ecd38dab6beafcf16d2c486b556aa73f,65,1
10761,train,B,training,17224,32,170104,180357,175816,175880,65,rotate_blue_block_left,take the blue block and turn it left,384,cd96d14d9e9774f8ff33edbb4e30e439cf236fb2,65,1
10762,train,B,training,17228,16,72876,74330,73456,73520,65,push_blue_block_left,slide left the blue block,384,3de3f3a5483952ab233ff0baf2d15917c527f5d4,65,1
10763,train,B,training,17232,24,114064,123654,116347,116411,65,push_blue_block_left,slide left the blue block,384,3de3f3a5483952ab233ff0baf2d15917c527f5d4,65,1
10764,train,B,training,17233,61,456757,500843,491349,491413,65,lift_blue_block_drawer,lift the blue block in the drawer,384,fc7cf76a61cd240b52c978364a3557a610c60ce0,65,1
10765,train,B,training,17235,62,500844,532402,518714,518778,65,lift_blue_block_slider,in the cabinet pick up the blue block,384,657c82630ccf19d610476f082f4ce07e570da876,65,1
10766,train,B,training,17239,63,532403,565777,548941,548983,43,push_blue_block_left,sweep the blue block to the left,384,4ed24085bcd3956df6b1f414998b44f6adee8d5c,43,1
10767,train,B,training,17245,52,301603,322957,308305,308369,65,rotate_pink_block_left,grasp the pink block and turn it left,384,9e2f9a562e8b07cbd7bf8b6cd7a6a94c077384a4,65,1
10768,train,B,training,17247,26,144540,152167,150059,150123,65,rotate_blue_block_right,rotate the blue block to the right,384,5992e239eb44b0758ad96a40fd7f6be37648c5ae,65,1
10769,train,B,training,17249,36,196871,204386,199798,199862,65,push_into_drawer,push the object that it falls into the drawer,384,a842b7d8735547d8b86827d3a1e5e977cbb3f92c,65,1
10770,train,B,training,17253,25,123655,144539,128062,128126,65,lift_red_block_slider,in the slider grasp the red block,384,daa13232607ea92834f6b0ed6bfe5e55484c74a5,65,1
10771,train,B,training,17254,44,244739,265077,253750,253814,65,lift_red_block_drawer,lift the red block in the drawer,384,a37d9d013577b9d5be8075cbaa98f26da84fac97,65,1
10772,train,B,training,17257,64,565778,589422,586676,586740,65,rotate_pink_block_left,"grasp the pink block, then rotate it left",384,4e36abc3aba1566ba67cca77d430c7a05077b046,65,1
10773,train,B,training,17258,15,66823,72875,67946,68010,65,lift_blue_block_drawer,go towards the blue block in the drawer and pick it up,384,507fbef381367eb09ff5ccb4bd5154d0eb8de6d1,65,1
10774,train,B,training,17259,9,38196,41201,38330,38394,65,lift_blue_block_slider,in the slider grasp the blue block,384,1a0a28b956e40d0f154443f9fbcdc8381dcbe1bc,65,1
10775,train,B,training,17261,58,424675,435434,431711,431775,65,rotate_blue_block_left,rotate left the blue block,384,ac0ad3702d4d93648fd15cd638e52b39b49562be,65,1
10776,train,B,training,17262,8,34463,38195,36573,36637,65,lift_blue_block_slider,in the cabinet pick up the blue block,384,657c82630ccf19d610476f082f4ce07e570da876,65,1
10777,train,B,training,17263,64,565778,589422,574362,574426,65,rotate_pink_block_left,rotate the pink block towards the left,384,bfea5e7dacf48c44a4aa4475056ee0973b33b2b2,65,1
10778,train,B,training,17266,61,456757,500843,467057,467121,65,push_pink_block_right,push the pink block to the right,384,62b88c19800022a8267082f8f1650358647315b2,65,1
10779,train,B,training,17267,55,356202,398271,388065,388129,65,rotate_red_block_left,rotate the red block to the left,384,812e6965d94bcc493eccd584b2a08ce9dadf4930,65,1
10780,train,B,training,17269,46,267289,267916,267633,267697,65,push_blue_block_right,go push the blue block to the right,384,a4a7f6cbf8b8d6d40af8a694cb664cf4bded80d5,65,1
10781,train,B,training,17270,61,456757,500843,477394,477432,39,lift_pink_block_slider,pick up the pink block from the shelf,384,561c2fa5ecd38dab6beafcf16d2c486b556aa73f,39,1
10782,train,B,training,17271,55,356202,398271,390743,390807,65,lift_blue_block_table,pick up the blue block on the table,384,f99f3585f9a75e329464ad2fb85b3a02d30ff685,65,1
10783,train,B,training,17279,34,184482,192092,186432,186496,65,lift_blue_block_table,lift the blue block up,384,ab0d37bc77fdeb7f9899a93d8c09b97740616c6a,65,1
10784,train,B,training,17281,33,180358,184481,183690,183754,65,lift_red_block_slider,lift the red block on the shelf,384,fef4456f6599ad4fc2577b17c8d5807fbd07b2f1,65,1
10785,train,B,training,17283,64,565778,589422,584903,584967,65,rotate_pink_block_left,rotate left the pink block,384,54d539d0b22a4130b0a5211417aea92d8815b768,65,1
10786,train,B,training,17285,31,168818,170103,169610,169674,65,lift_red_block_slider,grasp the red block lying on the shelf,384,eac4e36e14c3a50f8368a88bbbaafdc88cf2c05f,65,1
10787,train,B,training,17289,63,532403,565777,550544,550608,65,push_blue_block_right,push the blue block to the right,384,4e0245e772e6eb46a084bff62fdaea1a95a514fa,65,1
10788,train,B,training,17292,32,170104,180357,177108,177172,65,rotate_blue_block_left,turn the blue block left,384,9725253cdce0d5578eb124e62fa310766b4c9323,65,1
10789,train,B,training,17295,52,301603,322957,319474,319538,65,lift_pink_block_slider,in the sliding cabinet grasp the pink block,384,6cdeb0a8836768bee83f6110cb3e2bdcc7152711,65,1
10790,train,B,training,17296,64,565778,589422,581021,581085,65,lift_pink_block_slider,grasp the pink block lying in the slider,384,b1c17e2db397f2d1ab29d2adef9cb6d1409f5031,65,1
10791,train,B,training,17297,64,565778,589422,584818,584882,65,rotate_pink_block_left,rotate the pink block 90 degrees to the left,384,debad67f529b280964b4c0351560c6bd67a7b590,65,1
10792,train,B,training,17302,52,301603,322957,322243,322307,65,lift_blue_block_table,lift the blue block,384,659f216e4cc0a5c74601dec512cc955ee2ea15d7,65,1
10793,train,B,training,17303,42,233104,239942,233687,233751,65,lift_pink_block_slider,lift the pink block lying in the sliding cabinet,384,b09d58b273cc22f5f50c086843dd25bed75bbfed,65,1
10794,train,B,training,17305,64,565778,589422,575043,575107,65,rotate_blue_block_left,take the blue block and rotate it left,384,66494616efcf922ae47c639ae9e1fddb7f10f9f0,65,1
10795,train,B,training,17307,53,322958,349180,330360,330424,65,lift_blue_block_slider,lift the blue block lying in the sliding cabinet,384,1214c9637f7244321177a06531b9882ead19a520,65,1
10796,train,B,training,17309,52,301603,322957,303609,303673,65,lift_blue_block_slider,grasp the blue block lying in the cabinet,384,bf5e9f054bf1f3707975ba93eae22cffe1d164b4,65,1
10797,train,B,training,17317,24,114064,123654,123419,123483,65,push_into_drawer,sweep the block into the drawer,384,f4aedb67519e045bb416f7434f0beaefb31181b6,65,1
10798,train,B,training,17319,52,301603,322957,312094,312158,65,push_blue_block_right,sweep the blue block to the right,384,7dca460b2abb8068da8765cb1c37ed668ace033f,65,1
10799,train,B,training,17327,29,158237,162211,161536,161600,65,push_into_drawer,sweep the block into the drawer,384,f4aedb67519e045bb416f7434f0beaefb31181b6,65,1
10800,train,B,training,17328,51,300899,301602,301303,301367,65,lift_blue_block_slider,in the cabinet grasp the blue block,384,f1102754a00b8305ecaf66b2a75e30a355e0985d,65,1
10801,train,B,training,17332,44,244739,265077,247173,247237,65,push_blue_block_right,go push the blue block to the right,384,3e103d327a43b6554259bb1d95ef7c1c4dca0139,65,1
10802,train,B,training,17335,53,322958,349180,335618,335682,65,lift_red_block_slider,lift the red block lying in the sliding cabinet,384,621aea0da2d26eff7cb73317f546ed80527c5317,65,1
10803,train,B,training,17336,5,21763,27965,23611,23675,65,rotate_blue_block_left,turn the blue block left,384,9725253cdce0d5578eb124e62fa310766b4c9323,65,1
10804,train,B,training,17337,26,144540,152167,151436,151500,65,rotate_pink_block_right,rotate the pink block 90 degrees to the right,384,7f486ef838f2f40c2a59bcf62f85d1e8b730029d,65,1
10805,train,B,training,17343,50,291366,300898,295903,295967,65,push_pink_block_right,sweep the pink block to the right,384,3c93eaa45dbf4f80499d667dd3f68fd6f4de8ba5,65,1
10806,train,B,training,17344,19,85088,94884,87535,87599,65,rotate_blue_block_right,"grasp the blue block, then rotate it right",384,cbced79845e2fd196a17b043bc23daf5a779c9f8,65,1
10807,train,B,training,17345,62,500844,532402,524927,524961,35,push_blue_block_left,slide the blue block towards the left,384,815979157c092feaaf7a6ff006cef4dab5d9a93b,35,1
10808,train,B,training,17352,19,85088,94884,88998,89062,65,lift_pink_block_slider,lift the pink block lying on the shelf,384,a24b7ca37a65853b707a615653b4dac1a78c731e,65,1
10809,train,B,training,17354,14,61336,66822,64824,64888,65,lift_blue_block_slider,grasp the blue block lying in the sliding cabinet,384,f4ca0d603cbe0ff5724b3a7262325385fe9b1bc0,65,1
10810,train,B,training,17355,36,196871,204386,201505,201569,65,push_red_block_left,go push the red block to the left,384,66bec0d1b96fe300e3019408ab9d9158a52df6ad,65,1
10811,train,B,training,17359,64,565778,589422,566580,566644,65,lift_red_block_slider,pick up the red block from the shelf,384,216ac78327672fe4bc824703a91405e38433f48f,65,1
10812,train,B,training,17362,40,223462,228697,223737,223801,65,lift_blue_block_slider,pick up the blue block from the sliding cabinet,384,2d5da59a8e1096166961560d9072fb1ffaf74a45,65,1
10813,train,B,training,17367,61,456757,500843,471338,471375,38,rotate_pink_block_left,grasp the pink block and rotate it left,384,70cf06809b089cf783b3fcd8a337ef8944b71b49,38,1
10814,train,B,training,17370,60,451285,456756,452270,452334,65,rotate_blue_block_left,grasp the blue block and turn it left,384,68fff93df43c1ecbdaee03c4b97b8a861d09d67b,65,1
10815,train,B,training,17378,62,500844,532402,530387,530451,65,lift_pink_block_slider,lift the pink block lying on the shelf,384,a24b7ca37a65853b707a615653b4dac1a78c731e,65,1
10816,train,B,training,17380,65,589423,596230,593278,593342,65,rotate_blue_block_right,"grasp the blue block, then rotate it right",384,cbced79845e2fd196a17b043bc23daf5a779c9f8,65,1
10817,train,B,training,17387,3,9790,20069,11356,11420,65,push_blue_block_right,push right the blue block,384,1dd3bdaaca290fa4e79130e1438a28f6a614fccb,65,1
10818,train,B,training,17394,61,456757,500843,475061,475109,49,lift_blue_block_slider,grasp the blue block lying in the sliding cabinet,384,f4ca0d603cbe0ff5724b3a7262325385fe9b1bc0,49,1
10819,train,B,training,17408,32,170104,180357,176882,176946,65,rotate_red_block_left,take the red block and turn it left,384,eedf0bc100c68082f6837e024ed65a7650f5cf16,65,1
10820,train,B,training,17415,59,435435,451284,446282,446319,38,push_blue_block_right,push right the blue block,384,1dd3bdaaca290fa4e79130e1438a28f6a614fccb,38,1
10821,train,B,training,17417,44,244739,265077,256370,256434,65,rotate_red_block_left,rotate the red block towards the left,384,a9e0abcc4b7632fbc290c61c4ad1e2d578a3d44c,65,1
10822,train,B,training,17418,42,233104,239942,237044,237108,65,rotate_blue_block_left,rotate the blue block towards the left,384,55da5a9157993417f2123ff23fb085353de8a0fd,65,1
10823,train,B,training,17424,61,456757,500843,459021,459085,65,rotate_blue_block_right,"grasp the blue block, then rotate it right",384,cbced79845e2fd196a17b043bc23daf5a779c9f8,65,1
10824,train,B,training,17426,24,114064,123654,122037,122101,65,push_blue_block_right,push the blue block towards the right,384,8598c6872a0560ef553d7951daf467957f132bb5,65,1
10825,train,B,training,17428,12,54832,58395,57371,57416,46,push_blue_block_left,go push the blue block to the left,384,f5b257c47e60c5db6d2b6cba710661bb7771c206,46,1
10826,train,B,training,17441,24,114064,123654,119499,119563,65,push_red_block_left,slide the red block towards the left,384,f7d04e725fd5f0e38c23964446360fe22c689bb8,65,1
10827,train,B,training,17446,61,456757,500843,492416,492457,42,rotate_blue_block_right,rotate right the blue block,384,4e1bfda8fa001d386d95f0b2b3e61c31960dd640,42,1
10828,train,B,training,17448,63,532403,565777,544304,544368,65,rotate_blue_block_right,rotate right the blue block,384,4e1bfda8fa001d386d95f0b2b3e61c31960dd640,65,1
10829,train,B,training,17449,62,500844,532402,520807,520871,65,rotate_red_block_left,turn the red block left,384,bb3f7e533f9daceb80b6146e169323fdd34f7da4,65,1
10830,train,B,training,17450,5,21763,27965,27425,27489,65,rotate_pink_block_left,"grasp the pink block, then rotate it left",384,4e36abc3aba1566ba67cca77d430c7a05077b046,65,1
10831,train,B,training,17456,29,158237,162211,160011,160051,41,push_blue_block_right,slide the blue block to the right,384,095734881ae65c354b8095e880921d166ec24bfd,41,1
10832,train,B,training,17457,57,408002,424674,413841,413879,39,rotate_blue_block_left,rotate left the blue block,384,ac0ad3702d4d93648fd15cd638e52b39b49562be,39,1
10833,train,B,training,17459,64,565778,589422,567238,567302,65,push_blue_block_right,push right the blue block,384,86b6dcba4c951398ef190d263305b06b02095302,65,1
10834,train,B,training,17461,30,162212,168817,165467,165531,65,push_red_block_left,slide the red block towards the left,384,f7d04e725fd5f0e38c23964446360fe22c689bb8,65,1
10835,train,B,training,17466,48,272233,289411,283969,284033,65,push_blue_block_left,go slide the blue block to the left,384,d5a9fbe21aa644a5d782f4c4a424bf7d9b720751,65,1
10836,train,B,training,17467,25,123655,144539,126774,126838,65,push_pink_block_left,slide left the pink block,384,5ced633f5b803fe006ff87edefdedcef53615830,65,1
10837,train,B,training,17470,64,565778,589422,587101,587165,65,push_pink_block_right,slide right the pink block,384,c2f0c53423a9f41b5e650a6cca022d2e4bbf1801,65,1
10838,train,B,training,17471,14,61336,66822,64477,64541,65,push_pink_block_right,go slide the pink block to the right,384,01ef61e13d1d46537570bd8d0286f6d1f125a523,65,1
10839,train,B,training,17472,45,265078,267288,266178,266242,65,push_pink_block_right,go slide the pink block to the right,384,01ef61e13d1d46537570bd8d0286f6d1f125a523,65,1
10840,train,B,training,17473,53,322958,349180,332914,332978,65,rotate_pink_block_left,grasp the pink block and turn it left,384,9e2f9a562e8b07cbd7bf8b6cd7a6a94c077384a4,65,1
10841,train,B,training,17478,52,301603,322957,304616,304680,65,push_blue_block_left,push the blue block to the left,384,d0ae78bafa6d8418dbf84197e3dd2abe3a8769d2,65,1
10842,train,B,training,17479,44,244739,265077,259995,260059,65,push_red_block_right,slide the red block towards the right,384,486a13630c24209867e863f9d4609dcf011d9e27,65,1
10843,train,B,training,17484,48,272233,289411,276209,276273,65,push_pink_block_right,push right the pink block,384,c7cdf776aa144f403525154f1bf98b57bd9120d4,65,1
10844,train,B,training,17485,38,212691,218800,218191,218255,65,rotate_red_block_right,turn the red block right,384,52f95406fadcfa132d7a48dbea826f986bc687f9,65,1
10845,train,B,training,17487,64,565778,589422,576124,576188,65,rotate_blue_block_left,rotate the blue block 90 degrees to the left,384,d4d30a0e60f84f90940a2071f747edc28f879c8d,65,1
10846,train,B,training,17488,56,398272,408001,401715,401779,65,push_red_block_left,push left the red block,384,350255996bc9b96896ea33c1e9359052577fbe4c,65,1
10847,train,B,training,17489,18,79401,85087,80516,80580,65,rotate_blue_block_right,grasp the blue block and turn it right,384,7230ce90a3fdf9d7cfc12e02ea62c6458720986f,65,1
10848,train,B,training,17494,52,301603,322957,315913,315977,65,rotate_blue_block_left,take the blue block and rotate it left,384,66494616efcf922ae47c639ae9e1fddb7f10f9f0,65,1
10849,train,B,training,17496,10,41202,49469,47314,47378,65,rotate_red_block_left,rotate the red block to the left,384,812e6965d94bcc493eccd584b2a08ce9dadf4930,65,1
10850,train,B,training,17498,61,456757,500843,466978,467042,65,push_pink_block_left,push left the pink block,384,08c1578b5020868a9ec2308ad7895f49743cb133,65,1
10851,train,B,training,17501,14,61336,66822,64518,64560,43,push_pink_block_right,push the pink block towards the right,384,141fffb7117714fd011b3fb79d774f36c13517ce,43,1
10852,train,B,training,17503,15,66823,72875,72382,72418,37,push_red_block_left,push the red block to the left,384,6d0bb43653fd41ca88339b7c429959e8e1699d39,37,1
10853,train,B,training,17504,52,301603,322957,302730,302794,65,push_blue_block_right,slide right the blue block,384,8364d5cb36dd5d8f615a0091742e2e927ade59a8,65,1
10854,train,B,training,17505,30,162212,168817,163352,163416,65,push_pink_block_right,slide right the pink block,384,c2f0c53423a9f41b5e650a6cca022d2e4bbf1801,65,1
10855,train,B,training,17507,41,228698,233103,230457,230521,65,rotate_blue_block_left,take the blue block and rotate it left,384,66494616efcf922ae47c639ae9e1fddb7f10f9f0,65,1
10856,train,B,training,17508,19,85088,94884,91368,91432,65,push_blue_block_right,go push the blue block to the right,384,3e103d327a43b6554259bb1d95ef7c1c4dca0139,65,1
10857,train,B,training,17510,53,322958,349180,334480,334544,65,rotate_blue_block_left,grasp the blue block and rotate it left,384,3d4f1a44722753c566dd0de22954bee95a0792bb,65,1
10858,train,B,training,17515,48,272233,289411,275910,275974,65,rotate_pink_block_left,"grasp the pink block, then rotate it left",384,4e36abc3aba1566ba67cca77d430c7a05077b046,65,1
10859,train,B,training,17519,53,322958,349180,340291,340355,65,push_pink_block_left,push left the pink block,384,08c1578b5020868a9ec2308ad7895f49743cb133,65,1
10860,train,B,training,17522,3,9790,20069,19821,19885,65,rotate_blue_block_left,"grasp the blue block, then turn it left",384,b325a37d3fa8d03c19e2ccc2163ee63d50cf851e,65,1
10861,train,B,training,17528,55,356202,398271,392970,393034,65,rotate_red_block_left,rotate the red block towards the left,384,a9e0abcc4b7632fbc290c61c4ad1e2d578a3d44c,65,1
