environment,run_index,gripper_state,state_value,run_length_frames
B,7501,close,-1.0,39
B,7502,open,1.0,51
B,7503,close,-1.0,47
B,7504,open,1.0,37
B,7505,close,-1.0,35
B,7506,open,1.0,43
B,7507,close,-1.0,56
B,7508,open,1.0,29
B,7509,close,-1.0,34
B,7510,open,1.0,23
B,7511,close,-1.0,49
B,7512,open,1.0,40
B,7513,close,-1.0,57
B,7514,open,1.0,37
B,7515,close,-1.0,35
B,7516,open,1.0,31
B,7517,close,-1.0,59
B,7518,open,1.0,26
B,7519,close,-1.0,38
B,7520,open,1.0,36
B,7521,close,-1.0,34
B,7522,open,1.0,47
B,7523,close,-1.0,32
B,7524,open,1.0,46
B,7525,close,-1.0,26
B,7526,open,1.0,68
B,7527,close,-1.0,40
B,7528,open,1.0,48
B,7529,close,-1.0,21
B,7530,open,1.0,45
B,7531,close,-1.0,39
B,7532,open,1.0,30
B,7533,close,-1.0,12
B,7534,open,1.0,36
B,7535,close,-1.0,26
B,7536,open,1.0,30
B,7537,close,-1.0,27
B,7538,open,1.0,42
B,7539,close,-1.0,90
B,7540,open,1.0,54
B,7541,close,-1.0,84
B,7542,open,1.0,41
B,7543,close,-1.0,48
B,7544,open,1.0,52
B,7545,close,-1.0,58
B,7546,open,1.0,75
B,7547,close,-1.0,54
B,7548,open,1.0,36
B,7549,close,-1.0,24
B,7550,open,1.0,68
B,7551,close,-1.0,34
B,7552,open,1.0,59
B,7553,close,-1.0,31
B,7554,open,1.0,43
B,7555,close,-1.0,34
B,7556,open,1.0,81
B,7557,close,-1.0,49
B,7558,open,1.0,60
B,7559,close,-1.0,23
B,7560,open,1.0,59
B,7561,close,-1.0,42
B,7562,open,1.0,40
B,7563,close,-1.0,79
B,7564,open,1.0,31
B,7565,close,-1.0,41
B,7566,open,1.0,77
B,7567,close,-1.0,38
B,7568,open,1.0,36
B,7569,close,-1.0,45
B,7570,open,1.0,96
B,7571,close,-1.0,36
B,7572,open,1.0,39
B,7573,close,-1.0,32
B,7574,open,1.0,45
B,7575,close,-1.0,38
B,7576,open,1.0,35
B,7577,close,-1.0,47
B,7578,open,1.0,69
B,7579,close,-1.0,52
B,7580,open,1.0,55
B,7581,close,-1.0,52
B,7582,open,1.0,61
B,7583,close,-1.0,30
B,7584,open,1.0,51
B,7585,close,-1.0,54
B,7586,open,1.0,34
B,7587,close,-1.0,43
B,7588,open,1.0,62
B,7589,close,-1.0,32
B,7590,open,1.0,52
B,7591,close,-1.0,23
B,7592,open,1.0,33
B,7593,close,-1.0,34
B,7594,open,1.0,42
B,7595,close,-1.0,37
B,7596,open,1.0,59
B,7597,close,-1.0,47
B,7598,open,1.0,41
B,7599,close,-1.0,50
B,7600,open,1.0,49
B,7601,close,-1.0,34
B,7602,open,1.0,29
B,7603,close,-1.0,28
B,7604,open,1.0,70
B,7605,close,-1.0,51
B,7606,open,1.0,56
B,7607,close,-1.0,31
B,7608,open,1.0,46
B,7609,close,-1.0,28
B,7610,open,1.0,52
B,7611,close,-1.0,37
B,7612,open,1.0,31
B,7613,close,-1.0,40
B,7614,open,1.0,30
B,7615,close,-1.0,37
B,7616,open,1.0,23
B,7617,close,-1.0,29
B,7618,open,1.0,32
B,7619,close,-1.0,40
B,7620,open,1.0,63
B,7621,close,-1.0,52
B,7622,open,1.0,59
B,7623,close,-1.0,41
B,7624,open,1.0,129
B,7625,close,-1.0,62
B,7626,open,1.0,59
B,7627,close,-1.0,26
B,7628,open,1.0,78
B,7629,close,-1.0,35
B,7630,open,1.0,59
B,7631,close,-1.0,32
B,7632,open,1.0,78
B,7633,close,-1.0,46
B,7634,open,1.0,38
B,7635,close,-1.0,59
B,7636,open,1.0,64
B,7637,close,-1.0,36
B,7638,open,1.0,34
B,7639,close,-1.0,67
B,7640,open,1.0,62
B,7641,close,-1.0,47
B,7642,open,1.0,92
B,7643,close,-1.0,45
B,7644,open,1.0,77
B,7645,close,-1.0,48
B,7646,open,1.0,50
B,7647,close,-1.0,53
B,7648,open,1.0,47
B,7649,close,-1.0,50
B,7650,open,1.0,82
B,7651,close,-1.0,50
B,7652,open,1.0,54
B,7653,close,-1.0,28
B,7654,open,1.0,37
B,7655,close,-1.0,52
B,7656,open,1.0,46
B,7657,close,-1.0,51
B,7658,open,1.0,56
B,7659,close,-1.0,42
B,7660,open,1.0,54
B,7661,close,-1.0,27
B,7662,open,1.0,44
B,7663,close,-1.0,63
B,7664,open,1.0,49
B,7665,close,-1.0,39
B,7666,open,1.0,17
B,7667,close,-1.0,74
B,7668,open,1.0,65
B,7669,close,-1.0,49
B,7670,open,1.0,54
B,7671,close,-1.0,48
B,7672,open,1.0,72
B,7673,close,-1.0,66
B,7674,open,1.0,17
B,7675,close,-1.0,41
B,7676,open,1.0,43
B,7677,close,-1.0,41
B,7678,open,1.0,40
B,7679,close,-1.0,45
B,7680,open,1.0,64
B,7681,close,-1.0,33
B,7682,open,1.0,57
B,7683,close,-1.0,39
B,7684,open,1.0,61
B,7685,close,-1.0,26
B,7686,open,1.0,73
B,7687,close,-1.0,42
B,7688,open,1.0,85
B,7689,close,-1.0,39
B,7690,open,1.0,58
B,7691,close,-1.0,41
B,7692,open,1.0,58
B,7693,close,-1.0,33
B,7694,open,1.0,81
B,7695,close,-1.0,28
B,7696,open,1.0,24
B,7697,close,-1.0,66
B,7698,open,1.0,48
B,7699,close,-1.0,38
B,7700,open,1.0,48
B,7701,close,-1.0,38
B,7702,open,1.0,40
B,7703,close,-1.0,30
B,7704,open,1.0,38
B,7705,close,-1.0,34
B,7706,open,1.0,42
B,7707,close,-1.0,36
B,7708,open,1.0,42
B,7709,close,-1.0,33
B,7710,open,1.0,45
B,7711,close,-1.0,37
B,7712,open,1.0,65
B,7713,close,-1.0,38
B,7714,open,1.0,61
B,7715,close,-1.0,45
B,7716,open,1.0,70
B,7717,close,-1.0,48
B,7718,open,1.0,61
B,7719,close,-1.0,32
B,7720,open,1.0,48
B,7721,close,-1.0,40
B,7722,open,1.0,55
B,7723,close,-1.0,26
B,7724,open,1.0,77
B,7725,close,-1.0,44
B,7726,open,1.0,47
B,7727,close,-1.0,36
B,7728,open,1.0,41
B,7729,close,-1.0,35
B,7730,open,1.0,47
B,7731,close,-1.0,36
B,7732,open,1.0,44
B,7733,close,-1.0,34
B,7734,open,1.0,73
B,7735,close,-1.0,41
B,7736,open,1.0,43
B,7737,close,-1.0,24
B,7738,open,1.0,66
B,7739,close,-1.0,30
B,7740,open,1.0,59
B,7741,close,-1.0,32
B,7742,open,1.0,62
B,7743,close,-1.0,43
B,7744,open,1.0,35
B,7745,close,-1.0,24
B,7746,open,1.0,53
B,7747,close,-1.0,41
B,7748,open,1.0,50
B,7749,close,-1.0,33
B,7750,open,1.0,49
B,7751,close,-1.0,37
B,7752,open,1.0,56
B,7753,close,-1.0,37
B,7754,open,1.0,68
B,7755,close,-1.0,45
B,7756,open,1.0,53
B,7757,close,-1.0,28
B,7758,open,1.0,35
B,7759,close,-1.0,41
B,7760,open,1.0,43
B,7761,close,-1.0,42
B,7762,open,1.0,48
B,7763,close,-1.0,38
B,7764,open,1.0,55
B,7765,close,-1.0,23
B,7766,open,1.0,58
B,7767,close,-1.0,33
B,7768,open,1.0,66
B,7769,close,-1.0,36
B,7770,open,1.0,62
B,7771,close,-1.0,36
B,7772,open,1.0,31
B,7773,close,-1.0,36
B,7774,open,1.0,73
B,7775,close,-1.0,40
B,7776,open,1.0,42
B,7777,close,-1.0,35
B,7778,open,1.0,47
B,7779,close,-1.0,46
B,7780,open,1.0,36
B,7781,close,-1.0,45
B,7782,open,1.0,64
B,7783,close,-1.0,26
B,7784,open,1.0,54
B,7785,close,-1.0,30
B,7786,open,1.0,57
B,7787,close,-1.0,46
B,7788,open,1.0,55
B,7789,close,-1.0,36
B,7790,open,1.0,44
B,7791,close,-1.0,43
B,7792,open,1.0,64
B,7793,close,-1.0,34
B,7794,open,1.0,96
B,7795,close,-1.0,32
B,7796,open,1.0,42
B,7797,close,-1.0,31
B,7798,open,1.0,46
B,7799,close,-1.0,29
B,7800,open,1.0,72
B,7801,close,-1.0,45
B,7802,open,1.0,45
B,7803,close,-1.0,36
B,7804,open,1.0,40
B,7805,close,-1.0,38
B,7806,open,1.0,26
B,7807,close,-1.0,21
B,7808,open,1.0,36
B,7809,close,-1.0,35
B,7810,open,1.0,67
B,7811,close,-1.0,30
B,7812,open,1.0,45
B,7813,close,-1.0,34
B,7814,open,1.0,37
B,7815,close,-1.0,21
B,7816,open,1.0,47
B,7817,close,-1.0,34
B,7818,open,1.0,61
B,7819,close,-1.0,70
B,7820,open,1.0,32
B,7821,close,-1.0,40
B,7822,open,1.0,34
B,7823,close,-1.0,43
B,7824,open,1.0,29
B,7825,close,-1.0,40
B,7826,open,1.0,35
B,7827,close,-1.0,48
B,7828,open,1.0,34
B,7829,close,-1.0,33
B,7830,open,1.0,73
B,7831,close,-1.0,43
B,7832,open,1.0,72
B,7833,close,-1.0,40
B,7834,open,1.0,80
B,7835,close,-1.0,47
B,7836,open,1.0,36
B,7837,close,-1.0,60
B,7838,open,1.0,57
B,7839,close,-1.0,48
B,7840,open,1.0,44
B,7841,close,-1.0,42
B,7842,open,1.0,44
B,7843,close,-1.0,51
B,7844,open,1.0,61
B,7845,close,-1.0,35
B,7846,open,1.0,47
B,7847,close,-1.0,38
B,7848,open,1.0,69
B,7849,close,-1.0,48
B,7850,open,1.0,44
B,7851,close,-1.0,59
B,7852,open,1.0,32
B,7853,close,-1.0,42
B,7854,open,1.0,32
B,7855,close,-1.0,27
B,7856,open,1.0,42
B,7857,close,-1.0,33
B,7858,open,1.0,33
B,7859,close,-1.0,30
B,7860,open,1.0,58
B,7861,close,-1.0,26
B,7862,open,1.0,99
B,7863,close,-1.0,42
B,7864,open,1.0,39
B,7865,close,-1.0,41
B,7866,open,1.0,29
B,7867,close,-1.0,40
B,7868,open,1.0,37
B,7869,close,-1.0,36
B,7870,open,1.0,43
B,7871,close,-1.0,51
B,7872,open,1.0,60
B,7873,close,-1.0,41
B,7874,open,1.0,39
B,7875,close,-1.0,23
B,7876,open,1.0,43
B,7877,close,-1.0,30
B,7878,open,1.0,22
B,7879,close,-1.0,31
B,7880,open,1.0,25
B,7881,close,-1.0,33
B,7882,open,1.0,66
B,7883,close,-1.0,39
B,7884,open,1.0,43
B,7885,close,-1.0,27
B,7886,open,1.0,41
B,7887,close,-1.0,37
B,7888,open,1.0,71
B,7889,close,-1.0,25
B,7890,open,1.0,84
B,7891,close,-1.0,37
B,7892,open,1.0,50
B,7893,close,-1.0,45
B,7894,open,1.0,42
B,7895,close,-1.0,44
B,7896,open,1.0,50
B,7897,close,-1.0,52
B,7898,open,1.0,49
B,7899,close,-1.0,43
B,7900,open,1.0,44
B,7901,close,-1.0,28
B,7902,open,1.0,48
B,7903,close,-1.0,51
B,7904,open,1.0,74
B,7905,close,-1.0,39
B,7906,open,1.0,36
B,7907,close,-1.0,34
B,7908,open,1.0,17
B,7909,close,-1.0,23
B,7910,open,1.0,50
B,7911,close,-1.0,34
B,7912,open,1.0,42
B,7913,close,-1.0,43
B,7914,open,1.0,63
B,7915,close,-1.0,21
B,7916,open,1.0,66
B,7917,close,-1.0,21
B,7918,open,1.0,24
B,7919,close,-1.0,34
B,7920,open,1.0,68
B,7921,close,-1.0,47
B,7922,open,1.0,44
B,7923,close,-1.0,36
B,7924,open,1.0,31
B,7925,close,-1.0,37
B,7926,open,1.0,42
B,7927,close,-1.0,48
B,7928,open,1.0,36
B,7929,close,-1.0,39
B,7930,open,1.0,45
B,7931,close,-1.0,44
B,7932,open,1.0,49
B,7933,close,-1.0,51
B,7934,open,1.0,41
B,7935,close,-1.0,26
B,7936,open,1.0,34
B,7937,close,-1.0,34
B,7938,open,1.0,41
B,7939,close,-1.0,38
B,7940,open,1.0,73
B,7941,close,-1.0,33
B,7942,open,1.0,80
B,7943,close,-1.0,48
B,7944,open,1.0,41
B,7945,close,-1.0,22
B,7946,open,1.0,35
B,7947,close,-1.0,53
B,7948,open,1.0,23
B,7949,close,-1.0,29
B,7950,open,1.0,32
B,7951,close,-1.0,38
B,7952,open,1.0,44
B,7953,close,-1.0,46
B,7954,open,1.0,43
B,7955,close,-1.0,32
B,7956,open,1.0,75
B,7957,close,-1.0,44
B,7958,open,1.0,29
B,7959,close,-1.0,23
B,7960,open,1.0,54
B,7961,close,-1.0,43
B,7962,open,1.0,81
B,7963,close,-1.0,28
B,7964,open,1.0,99
B,7965,close,-1.0,39
B,7966,open,1.0,57
B,7967,close,-1.0,38
B,7968,open,1.0,44
B,7969,close,-1.0,40
B,7970,open,1.0,54
B,7971,close,-1.0,58
B,7972,open,1.0,53
B,7973,close,-1.0,42
B,7974,open,1.0,48
B,7975,close,-1.0,43
B,7976,open,1.0,49
B,7977,close,-1.0,42
B,7978,open,1.0,64
B,7979,close,-1.0,52
B,7980,open,1.0,48
B,7981,close,-1.0,47
B,7982,open,1.0,54
B,7983,close,-1.0,19
B,7984,open,1.0,33
B,7985,close,-1.0,35
B,7986,open,1.0,62
B,7987,close,-1.0,36
B,7988,open,1.0,72
B,7989,close,-1.0,26
B,7990,open,1.0,66
B,7991,close,-1.0,28
B,7992,open,1.0,77
B,7993,close,-1.0,42
B,7994,open,1.0,40
B,7995,close,-1.0,45
B,7996,open,1.0,44
B,7997,close,-1.0,48
B,7998,open,1.0,46
B,7999,close,-1.0,33
B,8000,open,1.0,29
B,8001,close,-1.0,43
B,8002,open,1.0,50
B,8003,close,-1.0,100
B,8004,open,1.0,82
B,8005,close,-1.0,33
B,8006,open,1.0,36
B,8007,close,-1.0,37
B,8008,open,1.0,51
B,8009,close,-1.0,35
B,8010,open,1.0,63
B,8011,close,-1.0,64
B,8012,open,1.0,57
B,8013,close,-1.0,43
B,8014,open,1.0,38
B,8015,close,-1.0,47
B,8016,open,1.0,30
B,8017,close,-1.0,48
B,8018,open,1.0,58
B,8019,close,-1.0,49
B,8020,open,1.0,139
B,8021,close,-1.0,32
B,8022,open,1.0,52
B,8023,close,-1.0,28
B,8024,open,1.0,61
B,8025,close,-1.0,41
B,8026,open,1.0,66
B,8027,close,-1.0,42
B,8028,open,1.0,47
B,8029,close,-1.0,51
B,8030,open,1.0,34
B,8031,close,-1.0,41
B,8032,open,1.0,58
B,8033,close,-1.0,41
B,8034,open,1.0,47
B,8035,close,-1.0,36
B,8036,open,1.0,54
B,8037,close,-1.0,31
B,8038,open,1.0,71
B,8039,close,-1.0,26
B,8040,open,1.0,55
B,8041,close,-1.0,51
B,8042,open,1.0,55
B,8043,close,-1.0,51
B,8044,open,1.0,62
B,8045,close,-1.0,41
B,8046,open,1.0,43
B,8047,close,-1.0,21
B,8048,open,1.0,54
B,8049,close,-1.0,48
B,8050,open,1.0,65
B,8051,close,-1.0,29
B,8052,open,1.0,36
B,8053,close,-1.0,39
B,8054,open,1.0,24
B,8055,close,-1.0,30
B,8056,open,1.0,23
B,8057,close,-1.0,32
B,8058,open,1.0,36
B,8059,close,-1.0,38
B,8060,open,1.0,19
B,8061,close,-1.0,77
B,8062,open,1.0,36
B,8063,close,-1.0,54
B,8064,open,1.0,48
B,8065,close,-1.0,111
B,8066,open,1.0,39
B,8067,close,-1.0,29
B,8068,open,1.0,43
B,8069,close,-1.0,35
B,8070,open,1.0,17
B,8071,close,-1.0,33
B,8072,open,1.0,43
B,8073,close,-1.0,47
B,8074,open,1.0,16
B,8075,close,-1.0,36
B,8076,open,1.0,38
B,8077,close,-1.0,31
B,8078,open,1.0,47
B,8079,close,-1.0,31
B,8080,open,1.0,40
B,8081,close,-1.0,40
B,8082,open,1.0,43
B,8083,close,-1.0,32
B,8084,open,1.0,57
B,8085,close,-1.0,45
B,8086,open,1.0,40
B,8087,close,-1.0,52
B,8088,open,1.0,64
B,8089,close,-1.0,53
B,8090,open,1.0,73
B,8091,close,-1.0,55
B,8092,open,1.0,56
B,8093,close,-1.0,42
B,8094,open,1.0,38
B,8095,close,-1.0,45
B,8096,open,1.0,56
B,8097,close,-1.0,24
B,8098,open,1.0,55
B,8099,close,-1.0,36
B,8100,open,1.0,46
B,8101,close,-1.0,45
B,8102,open,1.0,44
B,8103,close,-1.0,49
B,8104,open,1.0,31
B,8105,close,-1.0,23
B,8106,open,1.0,40
B,8107,close,-1.0,43
B,8108,open,1.0,31
B,8109,close,-1.0,32
B,8110,open,1.0,32
B,8111,close,-1.0,32
B,8112,open,1.0,53
B,8113,close,-1.0,31
B,8114,open,1.0,91
B,8115,close,-1.0,61
B,8116,open,1.0,43
B,8117,close,-1.0,44
B,8118,open,1.0,41
B,8119,close,-1.0,40
B,8120,open,1.0,39
B,8121,close,-1.0,24
B,8122,open,1.0,56
B,8123,close,-1.0,38
B,8124,open,1.0,62
B,8125,close,-1.0,34
B,8126,open,1.0,33
B,8127,close,-1.0,20
B,8128,open,1.0,76
B,8129,close,-1.0,34
B,8130,open,1.0,78
B,8131,close,-1.0,53
B,8132,open,1.0,51
B,8133,close,-1.0,35
B,8134,open,1.0,36
B,8135,close,-1.0,41
B,8136,open,1.0,40
B,8137,close,-1.0,45
B,8138,open,1.0,25
B,8139,close,-1.0,34
B,8140,open,1.0,34
B,8141,close,-1.0,43
B,8142,open,1.0,12
B,8143,close,-1.0,30
B,8144,open,1.0,21
B,8145,close,-1.0,28
B,8146,open,1.0,42
B,8147,close,-1.0,43
B,8148,open,1.0,51
B,8149,close,-1.0,32
B,8150,open,1.0,61
B,8151,close,-1.0,35
B,8152,open,1.0,43
B,8153,close,-1.0,33
B,8154,open,1.0,31
B,8155,close,-1.0,40
B,8156,open,1.0,38
B,8157,close,-1.0,33
B,8158,open,1.0,14
B,8159,close,-1.0,60
B,8160,open,1.0,25
B,8161,close,-1.0,53
B,8162,open,1.0,26
B,8163,close,-1.0,49
B,8164,open,1.0,69
B,8165,close,-1.0,43
B,8166,open,1.0,32
B,8167,close,-1.0,27
B,8168,open,1.0,52
B,8169,close,-1.0,38
B,8170,open,1.0,48
B,8171,close,-1.0,38
B,8172,open,1.0,24
B,8173,close,-1.0,26
B,8174,open,1.0,64
B,8175,close,-1.0,27
B,8176,open,1.0,92
B,8177,close,-1.0,54
B,8178,open,1.0,39
B,8179,close,-1.0,34
B,8180,open,1.0,32
B,8181,close,-1.0,38
B,8182,open,1.0,32
B,8183,close,-1.0,43
B,8184,open,1.0,104
B,8185,close,-1.0,33
B,8186,open,1.0,87
B,8187,close,-1.0,70
B,8188,open,1.0,27
B,8189,close,-1.0,49
B,8190,open,1.0,43
B,8191,close,-1.0,45
B,8192,open,1.0,67
B,8193,close,-1.0,42
B,8194,open,1.0,36
B,8195,close,-1.0,47
B,8196,open,1.0,66
B,8197,close,-1.0,54
B,8198,open,1.0,55
B,8199,close,-1.0,34
B,8200,open,1.0,52
B,8201,close,-1.0,42
B,8202,open,1.0,48
B,8203,close,-1.0,24
B,8204,open,1.0,60
B,8205,close,-1.0,22
B,8206,open,1.0,56
B,8207,close,-1.0,36
B,8208,open,1.0,65
B,8209,close,-1.0,35
B,8210,open,1.0,55
B,8211,close,-1.0,47
B,8212,open,1.0,57
B,8213,close,-1.0,41
B,8214,open,1.0,50
B,8215,close,-1.0,27
B,8216,open,1.0,37
B,8217,close,-1.0,37
B,8218,open,1.0,64
B,8219,close,-1.0,37
B,8220,open,1.0,42
B,8221,close,-1.0,41
B,8222,open,1.0,70
B,8223,close,-1.0,40
B,8224,open,1.0,44
B,8225,close,-1.0,38
B,8226,open,1.0,25
B,8227,close,-1.0,22
B,8228,open,1.0,89
B,8229,close,-1.0,30
B,8230,open,1.0,50
B,8231,close,-1.0,38
B,8232,open,1.0,73
B,8233,close,-1.0,52
B,8234,open,1.0,78
B,8235,close,-1.0,49
B,8236,open,1.0,27
B,8237,close,-1.0,17
B,8238,open,1.0,54
B,8239,close,-1.0,39
B,8240,open,1.0,44
B,8241,close,-1.0,26
B,8242,open,1.0,34
B,8243,close,-1.0,34
B,8244,open,1.0,48
B,8245,close,-1.0,31
B,8246,open,1.0,38
B,8247,close,-1.0,37
B,8248,open,1.0,60
B,8249,close,-1.0,32
B,8250,open,1.0,42
B,8251,close,-1.0,37
B,8252,open,1.0,39
B,8253,close,-1.0,22
B,8254,open,1.0,33
B,8255,close,-1.0,53
B,8256,open,1.0,42
B,8257,close,-1.0,24
B,8258,open,1.0,57
B,8259,close,-1.0,17
B,8260,open,1.0,69
B,8261,close,-1.0,33
B,8262,open,1.0,65
B,8263,close,-1.0,25
B,8264,open,1.0,41
B,8265,close,-1.0,35
B,8266,open,1.0,48
B,8267,close,-1.0,30
B,8268,open,1.0,18
B,8269,close,-1.0,25
B,8270,open,1.0,40
B,8271,close,-1.0,27
B,8272,open,1.0,25
B,8273,close,-1.0,45
B,8274,open,1.0,36
B,8275,close,-1.0,17
B,8276,open,1.0,26
B,8277,close,-1.0,58
B,8278,open,1.0,52
B,8279,close,-1.0,46
B,8280,open,1.0,63
B,8281,close,-1.0,39
B,8282,open,1.0,23
B,8283,close,-1.0,28
B,8284,open,1.0,30
B,8285,close,-1.0,32
B,8286,open,1.0,41
B,8287,close,-1.0,21
B,8288,open,1.0,45
B,8289,close,-1.0,35
B,8290,open,1.0,46
B,8291,close,-1.0,27
B,8292,open,1.0,42
B,8293,close,-1.0,22
B,8294,open,1.0,54
B,8295,close,-1.0,18
B,8296,open,1.0,47
B,8297,close,-1.0,28
B,8298,open,1.0,45
B,8299,close,-1.0,28
B,8300,open,1.0,71
B,8301,close,-1.0,28
B,8302,open,1.0,51
B,8303,close,-1.0,47
B,8304,open,1.0,47
B,8305,close,-1.0,34
B,8306,open,1.0,23
B,8307,close,-1.0,19
B,8308,open,1.0,32
B,8309,close,-1.0,40
B,8310,open,1.0,44
B,8311,close,-1.0,36
B,8312,open,1.0,77
B,8313,close,-1.0,33
B,8314,open,1.0,47
B,8315,close,-1.0,41
B,8316,open,1.0,67
B,8317,close,-1.0,36
B,8318,open,1.0,23
B,8319,close,-1.0,30
B,8320,open,1.0,40
B,8321,close,-1.0,21
B,8322,open,1.0,49
B,8323,close,-1.0,33
B,8324,open,1.0,56
B,8325,close,-1.0,45
B,8326,open,1.0,34
B,8327,close,-1.0,21
B,8328,open,1.0,65
B,8329,close,-1.0,25
B,8330,open,1.0,62
B,8331,close,-1.0,38
B,8332,open,1.0,107
B,8333,close,-1.0,52
B,8334,open,1.0,63
B,8335,close,-1.0,35
B,8336,open,1.0,30
B,8337,close,-1.0,34
B,8338,open,1.0,42
B,8339,close,-1.0,29
B,8340,open,1.0,33
B,8341,close,-1.0,32
B,8342,open,1.0,41
B,8343,close,-1.0,23
B,8344,open,1.0,28
B,8345,close,-1.0,39
B,8346,open,1.0,73
B,8347,close,-1.0,28
B,8348,open,1.0,68
B,8349,close,-1.0,38
B,8350,open,1.0,46
B,8351,close,-1.0,76
B,8352,open,1.0,28
B,8353,close,-1.0,33
B,8354,open,1.0,36
B,8355,close,-1.0,33
B,8356,open,1.0,38
B,8357,close,-1.0,24
B,8358,open,1.0,45
B,8359,close,-1.0,32
B,8360,open,1.0,72
B,8361,close,-1.0,36
B,8362,open,1.0,28
B,8363,close,-1.0,40
B,8364,open,1.0,22
B,8365,close,-1.0,24
B,8366,open,1.0,42
B,8367,close,-1.0,28
B,8368,open,1.0,50
B,8369,close,-1.0,23
B,8370,open,1.0,42
B,8371,close,-1.0,52
B,8372,open,1.0,51
B,8373,close,-1.0,46
B,8374,open,1.0,31
B,8375,close,-1.0,108
B,8376,open,1.0,35
B,8377,close,-1.0,94
B,8378,open,1.0,50
B,8379,close,-1.0,44
B,8380,open,1.0,62
B,8381,close,-1.0,38
B,8382,open,1.0,84
B,8383,close,-1.0,22
B,8384,open,1.0,53
B,8385,close,-1.0,30
B,8386,open,1.0,48
B,8387,close,-1.0,38
B,8388,open,1.0,53
B,8389,close,-1.0,34
B,8390,open,1.0,77
B,8391,close,-1.0,47
B,8392,open,1.0,61
B,8393,close,-1.0,24
B,8394,open,1.0,38
B,8395,close,-1.0,27
B,8396,open,1.0,56
B,8397,close,-1.0,58
B,8398,open,1.0,83
B,8399,close,-1.0,36
B,8400,open,1.0,76
B,8401,close,-1.0,37
B,8402,open,1.0,54
B,8403,close,-1.0,37
B,8404,open,1.0,45
B,8405,close,-1.0,33
B,8406,open,1.0,58
B,8407,close,-1.0,35
B,8408,open,1.0,41
B,8409,close,-1.0,41
B,8410,open,1.0,48
B,8411,close,-1.0,76
B,8412,open,1.0,66
B,8413,close,-1.0,32
B,8414,open,1.0,49
B,8415,close,-1.0,38
B,8416,open,1.0,58
B,8417,close,-1.0,35
B,8418,open,1.0,34
B,8419,close,-1.0,31
B,8420,open,1.0,58
B,8421,close,-1.0,31
B,8422,open,1.0,42
B,8423,close,-1.0,25
B,8424,open,1.0,39
B,8425,close,-1.0,30
B,8426,open,1.0,62
B,8427,close,-1.0,28
B,8428,open,1.0,65
B,8429,close,-1.0,34
B,8430,open,1.0,52
B,8431,close,-1.0,39
B,8432,open,1.0,75
B,8433,close,-1.0,39
B,8434,open,1.0,37
B,8435,close,-1.0,44
B,8436,open,1.0,51
B,8437,close,-1.0,40
B,8438,open,1.0,25
B,8439,close,-1.0,22
B,8440,open,1.0,54
B,8441,close,-1.0,38
B,8442,open,1.0,44
B,8443,close,-1.0,39
B,8444,open,1.0,29
B,8445,close,-1.0,36
B,8446,open,1.0,37
B,8447,close,-1.0,34
B,8448,open,1.0,38
B,8449,close,-1.0,25
B,8450,open,1.0,48
B,8451,close,-1.0,32
B,8452,open,1.0,44
B,8453,close,-1.0,19
B,8454,open,1.0,25
B,8455,close,-1.0,33
B,8456,open,1.0,30
B,8457,close,-1.0,22
B,8458,open,1.0,44
B,8459,close,-1.0,38
B,8460,open,1.0,49
B,8461,close,-1.0,34
B,8462,open,1.0,55
B,8463,close,-1.0,36
B,8464,open,1.0,46
B,8465,close,-1.0,22
B,8466,open,1.0,73
B,8467,close,-1.0,32
B,8468,open,1.0,47
B,8469,close,-1.0,46
B,8470,open,1.0,27
B,8471,close,-1.0,20
B,8472,open,1.0,47
B,8473,close,-1.0,44
B,8474,open,1.0,28
B,8475,close,-1.0,28
B,8476,open,1.0,37
B,8477,close,-1.0,45
B,8478,open,1.0,61
B,8479,close,-1.0,33
B,8480,open,1.0,55
B,8481,close,-1.0,35
B,8482,open,1.0,41
B,8483,close,-1.0,27
B,8484,open,1.0,34
B,8485,close,-1.0,48
B,8486,open,1.0,48
B,8487,close,-1.0,19
B,8488,open,1.0,66
B,8489,close,-1.0,42
B,8490,open,1.0,57
B,8491,close,-1.0,18
B,8492,open,1.0,47
B,8493,close,-1.0,42
B,8494,open,1.0,52
B,8495,close,-1.0,47
B,8496,open,1.0,28
B,8497,close,-1.0,44
B,8498,open,1.0,36
B,8499,close,-1.0,38
B,8500,open,1.0,20
B,8501,close,-1.0,39
B,8502,open,1.0,65
B,8503,close,-1.0,31
B,8504,open,1.0,46
B,8505,close,-1.0,39
B,8506,open,1.0,43
B,8507,close,-1.0,28
B,8508,open,1.0,45
B,8509,close,-1.0,33
B,8510,open,1.0,29
B,8511,close,-1.0,19
B,8512,open,1.0,66
B,8513,close,-1.0,26
B,8514,open,1.0,77
B,8515,close,-1.0,34
B,8516,open,1.0,39
B,8517,close,-1.0,43
B,8518,open,1.0,52
B,8519,close,-1.0,53
B,8520,open,1.0,60
B,8521,close,-1.0,59
B,8522,open,1.0,31
B,8523,close,-1.0,34
B,8524,open,1.0,52
B,8525,close,-1.0,35
B,8526,open,1.0,45
B,8527,close,-1.0,22
B,8528,open,1.0,57
B,8529,close,-1.0,26
B,8530,open,1.0,87
B,8531,close,-1.0,38
B,8532,open,1.0,39
B,8533,close,-1.0,53
B,8534,open,1.0,54
B,8535,close,-1.0,48
