model,display_name,sequence_idx,successful_subtasks,sequence
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,269,1,close_drawer -> lift_blue_block_table -> stack_block -> unstack_block -> rotate_blue_block_right
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,270,1,push_red_block_right -> lift_blue_block_slider -> stack_block -> open_drawer -> turn_on_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,271,0,rotate_red_block_right -> close_drawer -> lift_red_block_table -> stack_block -> lift_blue_block_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,272,1,push_blue_block_right -> lift_pink_block_slider -> stack_block -> open_drawer -> unstack_block
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,273,0,rotate_pink_block_left -> open_drawer -> move_slider_left -> lift_red_block_slider -> place_in_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,274,3,open_drawer -> lift_blue_block_slider -> place_in_slider -> turn_on_lightbulb -> push_red_block_left
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,275,1,open_drawer -> lift_pink_block_slider -> place_in_slider -> push_blue_block_right -> lift_blue_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,276,0,lift_pink_block_slider -> place_in_drawer -> close_drawer -> push_blue_block_left -> turn_off_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,277,0,turn_off_lightbulb -> rotate_pink_block_left -> lift_pink_block_table -> stack_block -> close_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,278,0,lift_blue_block_table -> stack_block -> unstack_block -> turn_on_lightbulb -> rotate_blue_block_right
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,279,0,turn_off_lightbulb -> lift_red_block_slider -> place_in_slider -> open_drawer -> rotate_pink_block_right
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,280,2,open_drawer -> turn_on_led -> lift_red_block_table -> place_in_drawer -> move_slider_right
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,281,0,push_red_block_left -> lift_red_block_table -> place_in_slider -> move_slider_right -> turn_off_lightbulb
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,282,0,lift_red_block_slider -> stack_block -> unstack_block -> push_blue_block_left -> lift_red_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,283,2,rotate_red_block_right -> lift_red_block_table -> stack_block -> close_drawer -> turn_off_lightbulb
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,284,3,push_blue_block_left -> lift_pink_block_slider -> place_in_slider -> turn_off_led -> move_slider_left
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,285,0,push_blue_block_left -> move_slider_left -> open_drawer -> lift_blue_block_table -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,286,2,open_drawer -> turn_on_lightbulb -> lift_blue_block_table -> place_in_drawer -> push_pink_block_right
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,287,0,push_pink_block_left -> lift_blue_block_table -> stack_block -> move_slider_left -> lift_red_block_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,288,0,lift_red_block_slider -> stack_block -> close_drawer -> turn_off_led -> unstack_block
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,289,2,lift_blue_block_slider -> place_in_slider -> turn_on_lightbulb -> open_drawer -> push_pink_block_left
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,290,1,close_drawer -> rotate_red_block_left -> lift_blue_block_table -> place_in_slider -> turn_on_lightbulb
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,291,0,lift_blue_block_table -> place_in_slider -> move_slider_right -> turn_on_lightbulb -> push_red_block_left
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,292,0,turn_on_lightbulb -> move_slider_right -> open_drawer -> lift_red_block_slider -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,293,0,turn_on_lightbulb -> move_slider_right -> rotate_pink_block_left -> lift_red_block_slider -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,294,1,push_red_block_right -> lift_red_block_table -> place_in_slider -> push_into_drawer -> lift_pink_block_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,295,4,turn_off_led -> move_slider_right -> rotate_red_block_right -> close_drawer -> lift_red_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,296,3,open_drawer -> push_red_block_right -> lift_blue_block_slider -> stack_block -> turn_on_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,297,3,lift_blue_block_slider -> place_in_drawer -> lift_blue_block_drawer -> stack_block -> close_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,298,1,move_slider_right -> rotate_pink_block_right -> lift_blue_block_slider -> place_in_slider -> close_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,299,5,close_drawer -> push_pink_block_left -> turn_on_led -> move_slider_right -> lift_pink_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,300,2,open_drawer -> push_red_block_left -> lift_pink_block_slider -> place_in_slider -> move_slider_left
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,301,3,rotate_red_block_right -> turn_on_led -> close_drawer -> move_slider_left -> lift_red_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,302,2,open_drawer -> push_pink_block_right -> turn_on_lightbulb -> move_slider_left -> lift_pink_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,303,1,push_red_block_right -> push_into_drawer -> lift_blue_block_slider -> place_in_drawer -> turn_off_lightbulb
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,304,0,turn_off_lightbulb -> lift_red_block_slider -> place_in_slider -> move_slider_left -> push_pink_block_left
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,305,0,rotate_blue_block_left -> lift_pink_block_table -> stack_block -> lift_red_block_slider -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,306,3,lift_red_block_slider -> place_in_slider -> turn_on_led -> rotate_blue_block_right -> lift_blue_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,307,4,move_slider_left -> lift_blue_block_table -> place_in_slider -> close_drawer -> turn_off_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,308,1,open_drawer -> turn_off_led -> rotate_red_block_right -> move_slider_right -> lift_red_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,309,0,rotate_pink_block_right -> open_drawer -> lift_blue_block_slider -> place_in_slider -> move_slider_left
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,310,0,lift_red_block_slider -> place_in_slider -> turn_off_lightbulb -> rotate_blue_block_left -> open_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,311,0,move_slider_right -> lift_red_block_slider -> stack_block -> open_drawer -> unstack_block
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,312,0,rotate_pink_block_right -> move_slider_right -> turn_off_lightbulb -> lift_blue_block_slider -> stack_block
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,313,2,open_drawer -> rotate_red_block_left -> lift_red_block_table -> place_in_slider -> lift_pink_block_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,314,0,rotate_red_block_right -> move_slider_left -> lift_blue_block_slider -> stack_block -> open_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,315,0,rotate_red_block_right -> open_drawer -> move_slider_right -> lift_blue_block_slider -> stack_block
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,316,0,push_pink_block_left -> turn_on_led -> push_into_drawer -> move_slider_left -> close_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,317,0,turn_off_lightbulb -> open_drawer -> push_red_block_left -> move_slider_right -> lift_red_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,318,0,push_red_block_left -> lift_blue_block_table -> stack_block -> unstack_block -> turn_off_lightbulb
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,319,0,turn_on_lightbulb -> move_slider_left -> push_pink_block_right -> lift_blue_block_slider -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,320,0,lift_blue_block_slider -> stack_block -> unstack_block -> move_slider_left -> lift_blue_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,321,0,turn_on_lightbulb -> move_slider_right -> rotate_red_block_right -> lift_blue_block_slider -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,322,0,rotate_pink_block_left -> turn_off_lightbulb -> move_slider_right -> lift_blue_block_table -> place_in_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,323,0,push_blue_block_left -> lift_pink_block_table -> place_in_slider -> move_slider_right -> turn_off_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,324,0,push_blue_block_left -> move_slider_left -> turn_on_led -> lift_blue_block_table -> place_in_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,325,1,rotate_pink_block_right -> move_slider_left -> lift_red_block_table -> place_in_slider -> open_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,326,2,lift_blue_block_table -> place_in_drawer -> rotate_red_block_left -> close_drawer -> turn_on_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,327,0,lift_blue_block_slider -> place_in_slider -> turn_on_led -> open_drawer -> rotate_pink_block_right
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,328,1,lift_red_block_slider -> stack_block -> unstack_block -> move_slider_right -> push_red_block_right
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,329,2,push_pink_block_left -> move_slider_right -> lift_blue_block_slider -> place_in_drawer -> close_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,330,0,lift_red_block_slider -> place_in_slider -> move_slider_left -> open_drawer -> rotate_blue_block_right
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,331,0,lift_blue_block_slider -> stack_block -> unstack_block -> push_pink_block_right -> close_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,332,2,push_blue_block_left -> close_drawer -> lift_pink_block_table -> stack_block -> move_slider_right
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,333,2,open_drawer -> push_blue_block_left -> lift_blue_block_table -> place_in_drawer -> turn_on_lightbulb
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,334,2,push_blue_block_left -> open_drawer -> push_into_drawer -> lift_pink_block_slider -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,335,0,rotate_pink_block_left -> open_drawer -> turn_on_lightbulb -> lift_blue_block_slider -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,336,2,move_slider_right -> open_drawer -> turn_off_lightbulb -> lift_pink_block_table -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,337,3,move_slider_left -> turn_on_led -> close_drawer -> push_pink_block_left -> lift_red_block_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,338,0,rotate_pink_block_left -> lift_red_block_table -> place_in_slider -> turn_on_lightbulb -> lift_blue_block_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,339,1,move_slider_right -> lift_blue_block_table -> place_in_slider -> turn_off_lightbulb -> rotate_red_block_left
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,340,0,lift_blue_block_table -> place_in_slider -> move_slider_right -> close_drawer -> lift_red_block_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,341,0,turn_off_lightbulb -> rotate_pink_block_right -> lift_blue_block_slider -> place_in_drawer -> close_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,342,0,turn_off_lightbulb -> move_slider_right -> close_drawer -> lift_red_block_table -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,343,1,turn_on_led -> rotate_blue_block_left -> lift_blue_block_table -> place_in_drawer -> lift_pink_block_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,344,3,turn_on_led -> push_pink_block_left -> lift_pink_block_table -> stack_block -> move_slider_left
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,345,5,lift_pink_block_table -> place_in_slider -> open_drawer -> turn_on_led -> rotate_red_block_left
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,346,1,open_drawer -> rotate_pink_block_right -> lift_pink_block_table -> place_in_slider -> turn_off_lightbulb
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,347,0,lift_red_block_slider -> place_in_drawer -> lift_pink_block_table -> stack_block -> turn_on_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,348,1,move_slider_left -> push_blue_block_right -> turn_on_lightbulb -> open_drawer -> lift_blue_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,349,1,lift_blue_block_slider -> stack_block -> close_drawer -> unstack_block -> rotate_blue_block_right
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,350,0,move_slider_left -> rotate_red_block_right -> lift_red_block_table -> place_in_slider -> turn_on_lightbulb
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,351,3,rotate_pink_block_right -> lift_red_block_table -> place_in_slider -> turn_on_led -> close_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,352,2,turn_off_led -> move_slider_left -> lift_pink_block_table -> place_in_drawer -> rotate_red_block_right
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,353,2,move_slider_left -> turn_on_led -> push_red_block_left -> lift_red_block_table -> place_in_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,354,2,close_drawer -> push_red_block_left -> lift_blue_block_slider -> place_in_slider -> move_slider_right
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,355,2,push_red_block_left -> close_drawer -> turn_off_lightbulb -> move_slider_left -> lift_pink_block_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,356,1,open_drawer -> move_slider_left -> turn_off_led -> push_pink_block_right -> lift_blue_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,357,1,open_drawer -> lift_pink_block_table -> stack_block -> unstack_block -> turn_on_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,358,3,open_drawer -> rotate_red_block_right -> lift_red_block_table -> place_in_drawer -> turn_off_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,359,1,open_drawer -> rotate_blue_block_left -> lift_red_block_slider -> place_in_drawer -> turn_off_lightbulb
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,360,0,lift_pink_block_table -> place_in_drawer -> rotate_red_block_left -> move_slider_left -> lift_pink_block_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,361,1,turn_on_led -> rotate_pink_block_right -> lift_red_block_table -> place_in_drawer -> close_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,362,0,rotate_red_block_left -> open_drawer -> lift_red_block_table -> place_in_slider -> turn_on_lightbulb
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,363,2,open_drawer -> turn_on_led -> rotate_blue_block_left -> lift_red_block_slider -> place_in_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,364,1,open_drawer -> rotate_blue_block_right -> turn_off_lightbulb -> lift_blue_block_table -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,365,1,turn_on_led -> push_pink_block_left -> move_slider_left -> lift_blue_block_slider -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,366,5,turn_on_led -> lift_pink_block_slider -> place_in_slider -> open_drawer -> move_slider_right
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,367,0,lift_red_block_table -> stack_block -> turn_off_lightbulb -> unstack_block -> push_pink_block_right
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,368,1,push_blue_block_left -> lift_red_block_table -> stack_block -> turn_off_lightbulb -> unstack_block
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,369,2,turn_on_led -> open_drawer -> push_pink_block_left -> lift_blue_block_table -> place_in_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,370,1,turn_on_led -> lift_red_block_table -> place_in_slider -> move_slider_right -> close_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,371,0,turn_off_lightbulb -> push_blue_block_right -> move_slider_right -> lift_pink_block_table -> stack_block
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,372,3,open_drawer -> push_red_block_left -> lift_pink_block_table -> stack_block -> turn_on_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,373,0,lift_red_block_slider -> stack_block -> unstack_block -> push_blue_block_left -> lift_blue_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,374,0,push_blue_block_right -> move_slider_right -> turn_off_led -> open_drawer -> lift_red_block_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,375,1,push_blue_block_left -> turn_on_led -> move_slider_left -> close_drawer -> lift_blue_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,376,1,open_drawer -> push_pink_block_left -> lift_red_block_table -> place_in_slider -> turn_off_lightbulb
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,377,4,move_slider_right -> push_blue_block_right -> lift_blue_block_table -> place_in_drawer -> turn_on_lightbulb
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,378,1,open_drawer -> rotate_blue_block_right -> turn_on_lightbulb -> lift_blue_block_table -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,379,2,open_drawer -> push_blue_block_right -> lift_pink_block_slider -> stack_block -> turn_off_lightbulb
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,380,1,move_slider_left -> push_blue_block_right -> turn_on_lightbulb -> lift_blue_block_table -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,381,3,open_drawer -> move_slider_left -> rotate_blue_block_left -> turn_on_lightbulb -> lift_red_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,382,0,lift_pink_block_slider -> place_in_slider -> move_slider_left -> turn_off_lightbulb -> push_red_block_right
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,383,2,turn_on_led -> open_drawer -> push_pink_block_left -> lift_blue_block_table -> place_in_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,384,0,lift_blue_block_table -> place_in_drawer -> push_pink_block_right -> close_drawer -> move_slider_left
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,385,0,move_slider_left -> open_drawer -> lift_pink_block_slider -> place_in_slider -> rotate_red_block_left
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,386,0,turn_off_led -> move_slider_right -> rotate_blue_block_right -> open_drawer -> push_into_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,387,1,lift_red_block_table -> place_in_slider -> push_blue_block_right -> push_into_drawer -> lift_pink_block_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,388,1,open_drawer -> rotate_blue_block_right -> move_slider_right -> lift_pink_block_table -> stack_block
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,389,2,open_drawer -> move_slider_left -> rotate_red_block_right -> lift_blue_block_slider -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,390,2,lift_red_block_table -> place_in_slider -> turn_on_lightbulb -> move_slider_right -> rotate_pink_block_left
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,391,5,push_red_block_left -> move_slider_right -> lift_red_block_table -> place_in_slider -> turn_off_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,392,1,move_slider_right -> turn_on_lightbulb -> push_pink_block_left -> lift_blue_block_table -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,393,1,move_slider_right -> push_red_block_left -> turn_on_lightbulb -> lift_blue_block_slider -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,394,4,open_drawer -> push_blue_block_left -> move_slider_left -> push_into_drawer -> lift_pink_block_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,395,0,lift_blue_block_slider -> place_in_slider -> rotate_red_block_left -> open_drawer -> move_slider_left
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,396,1,close_drawer -> lift_pink_block_slider -> place_in_slider -> lift_red_block_table -> stack_block
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,397,1,turn_on_led -> lift_red_block_table -> place_in_slider -> open_drawer -> push_into_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,398,0,move_slider_left -> open_drawer -> turn_off_lightbulb -> lift_pink_block_slider -> place_in_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,399,1,rotate_red_block_right -> lift_red_block_table -> place_in_drawer -> turn_off_led -> close_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,400,0,lift_red_block_table -> place_in_drawer -> push_pink_block_left -> turn_off_lightbulb -> close_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,401,1,rotate_pink_block_right -> lift_blue_block_table -> place_in_slider -> move_slider_right -> turn_off_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,402,0,push_blue_block_left -> move_slider_left -> turn_on_lightbulb -> close_drawer -> lift_pink_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,403,5,push_pink_block_right -> open_drawer -> move_slider_right -> lift_red_block_table -> place_in_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,404,0,lift_pink_block_slider -> place_in_slider -> turn_on_led -> close_drawer -> rotate_blue_block_left
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,405,0,lift_pink_block_table -> place_in_slider -> close_drawer -> push_blue_block_right -> lift_red_block_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,406,0,rotate_red_block_left -> close_drawer -> turn_off_led -> lift_pink_block_table -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,407,0,lift_pink_block_slider -> place_in_slider -> rotate_red_block_right -> turn_on_led -> push_into_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,408,2,turn_on_led -> move_slider_right -> push_blue_block_right -> lift_blue_block_table -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,409,1,push_red_block_left -> lift_pink_block_table -> stack_block -> turn_on_lightbulb -> move_slider_right
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,410,0,move_slider_left -> lift_pink_block_slider -> place_in_slider -> turn_off_lightbulb -> rotate_blue_block_left
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,411,1,push_into_drawer -> turn_off_lightbulb -> lift_pink_block_slider -> place_in_slider -> move_slider_left
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,412,2,move_slider_left -> rotate_blue_block_left -> push_into_drawer -> lift_pink_block_slider -> place_in_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,413,4,move_slider_left -> open_drawer -> lift_blue_block_slider -> place_in_slider -> lift_pink_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,414,0,lift_pink_block_table -> place_in_slider -> push_into_drawer -> turn_off_lightbulb -> close_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,415,2,move_slider_right -> push_red_block_right -> lift_red_block_table -> stack_block -> turn_off_lightbulb
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,416,5,lift_blue_block_slider -> place_in_slider -> open_drawer -> move_slider_right -> turn_on_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,417,5,turn_on_led -> open_drawer -> rotate_red_block_right -> move_slider_right -> lift_pink_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,418,5,open_drawer -> push_into_drawer -> turn_on_led -> lift_blue_block_slider -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,419,1,turn_on_lightbulb -> push_red_block_right -> push_into_drawer -> move_slider_right -> close_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,420,2,move_slider_right -> open_drawer -> rotate_blue_block_left -> turn_on_led -> lift_pink_block_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,421,2,push_blue_block_left -> move_slider_right -> turn_off_led -> open_drawer -> lift_pink_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,422,3,rotate_pink_block_right -> open_drawer -> move_slider_left -> push_into_drawer -> turn_off_led
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,423,0,turn_off_lightbulb -> move_slider_left -> close_drawer -> rotate_blue_block_left -> lift_blue_block_table
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,424,0,turn_on_lightbulb -> lift_red_block_slider -> place_in_drawer -> rotate_pink_block_left -> close_drawer
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,425,5,rotate_blue_block_right -> open_drawer -> push_into_drawer -> lift_pink_block_slider -> place_in_slider
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,426,2,open_drawer -> turn_on_lightbulb -> lift_red_block_table -> place_in_drawer -> rotate_blue_block_left
act_lang_ABC_size_matched_100k,ACT-Lang-ABC Size-Matched 100k,427,0,turn_off_led -> rotate_pink_block_left -> lift_red_block_table -> place_in_drawer -> lift_red_block_drawer
